lesson_number,position_in_lesson,speaker,text,utterance_type,narrator_cue,core_lemmas
1,1,Male Speaker,"Pardon, est-ce que vous comprenez l'anglais?",ConversationalExchange,,pardon comprendre anglais
1,2,Female Speaker,"Non, Monsieur. Je ne comprends pas l'anglais.",ConversationalExchange,,non monsieur comprendre anglais
1,3,Male Speaker,Je comprends un peu le français.,ConversationalExchange,,comprendre français
1,4,Female Speaker,Est-ce que vous êtes américain?,ConversationalExchange,,être américain
1,5,Male Speaker,"Oui, Mademoiselle.",SimpleResponse,,oui mademoiselle
1,6,Male Speaker,Pardon.,SimpleResponse,,pardon
1,7,Male Speaker,Don.,SimpleResponse,,don
1,8,Male Speaker,Don.,DirectRepetition,,don
1,9,Male Speaker,Par.,DirectRepetition,,par
1,10,Male Speaker,Par.,DirectRepetition,,par
1,11,Male Speaker,Pardon.,DirectRepetition,,pardon
1,12,Male Speaker,Pardon.,DirectRepetition,,pardon
1,13,Male Speaker,Pardon.,DirectRepetition,,pardon
1,14,Male Speaker,L'anglais.,DirectRepetition,,anglais
1,15,Male Speaker,L'anglais.,DirectRepetition,,anglais
1,16,Male Speaker,L'anglais.,DirectRepetition,,anglais
1,17,Male Speaker,anglais.,DirectRepetition,,anglais
1,18,Male Speaker,anglais.,DirectRepetition,,anglais
1,19,Male Speaker,L'anglais.,DirectRepetition,,anglais
1,20,Male Speaker,L'anglais.,DirectRepetition,,anglais
1,21,Male Speaker,L'anglais.,DirectRepetition,,anglais
1,22,Male Speaker,L'anglais.,DirectRepetition,,anglais
1,23,Male Speaker,Pardon.,SimpleResponse,,pardon
1,24,Male Speaker,Pardon.,SimpleResponse,,pardon
1,25,Male Speaker,L'anglais.,DirectRepetition,Un instant. Répétez s'il vous plaît.,l' anglais
1,26,Male Speaker,L'anglais.,DirectRepetition,Une autre fois.,l' anglais
1,27,Male Speaker,Comprenez.,DirectRepetition,Répétez après moi.,comprendre
1,28,Male Speaker,Ne.,DirectRepetition,Répétez.,ne
1,29,Male Speaker,Ne.,DirectRepetition,Une autre fois.,ne
1,30,Male Speaker,Prenez.,DirectRepetition,Répétez s'il vous plaît.,prendre
1,31,Male Speaker,Prenez.,DirectRepetition,Une autre fois.,prendre
1,32,Male Speaker,Com.,DirectRepetition,Répétez.,comprendre
1,33,Male Speaker,Com.,PromptedRecall,The narrator likely asked the speaker to say 'Com' as a short form or to complete a sentence.,comprendre
