lesson_number,position_in_lesson,speaker,text,utterance_type,narrator_cue,core_lemmas
13,1,Male Speaker,Quelle heure est-il?,PromptedRecall,Ask me what time it is.,
13,2,Male Speaker,Quelle heure est-il s'il vous plaît?,PromptedRecall,Ask me what time it is.,
13,3,Female Speaker,Il est onze heures.,VocabularyIntro,Tell me it's eleven o'clock.,
13,4,Male Speaker,"Mais non, il est huit heures.",PromptedRecall,"Say, ""But no, it's eight o'clock.""",
13,5,Female Speaker,Je vous dois combien?,PromptedRecall,Ask how much you owe me.,
13,6,Male Speaker,Treize francs.,VocabularyIntro,"Say, ""Thirteen francs.""",
13,7,Female Speaker,"Non, douze.",PromptedRecall,"Say, ""No, twelve.""",
13,8,Male Speaker,Deux ou douze?,PromptedRecall,"Ask, ""Two or twelve?""",
13,9,Male Speaker,Je ne vous comprends pas.,PromptedRecall,"Say, ""I don't understand you.""",
13,10,Female Speaker,"Écoutez, s'il vous plaît.",VocabularyIntro,"Say, ""Listen please.""",
13,11,Male Speaker,J'écoute.,DirectRepetition,"Now take a guess at how to say, ""I'm listening.""",
13,12,Male Speaker,Répétez s'il vous plaît.,VocabularyIntro,"Now say, ""Repeat please.""",
13,13,Female Speaker,Je répète.,DirectRepetition,"Try to say, ""I'm repeating.""",
13,14,Male Speaker,Quand? Aujourd'hui?,PromptedRecall,"Ask, ""When, today?""",
13,15,Male Speaker,Ou demain?,PromptedRecall,"Ask, ""Or tomorrow?""",
13,16,Female Speaker,Ce soir.,VocabularyIntro,"Say, ""This evening.""",
13,17,Male Speaker,Demain soir.,VocabularyIntro,"Say, ""Tomorrow evening.""",
13,18,Female Speaker,À quelle heure?,PromptedRecall,"Ask, ""At what time?""",
13,19,Male Speaker,Six heures ou sept heures.,VocabularyIntro,"Say, ""Six o'clock or seven o'clock.""",
13,20,Female Speaker,Aujourd'hui?,PromptedRecall,"Ask, ""Today?""",
13,21,Female Speaker,Pas demain soir.,PromptedRecall,"Say, ""Not tomorrow evening.""",
13,22,Male Speaker,Bonjour.,VocabularyIntro,"How do you say ""hello"" in French?",
13,23,Male Speaker,Bonsoir.,VocabularyIntro,"Now, guess how you would say ""good evening.""",
13,24,Male Speaker,Je vais bien aujourd'hui.,VocabularyIntro,How would you tell someone you're feeling okay today?,
13,25,Female Speaker,Vous avez combien de francs?,PromptedRecall,"Here is how to ask, ""How many francs do you have?""",
13,26,Female Speaker,Vous avez.,VocabularyIntro,"How do you say, ""You have,"" in French?",
13,27,Female Speaker,Combien de francs?,DirectRepetition,Continue repeating.,
13,28,Male Speaker,J'ai quatorze francs.,VocabularyIntro,"""I have fourteen francs.""",
13,29,Male Speaker,Quatorze.,VocabularyIntro,"What's the number ""fourteen"" in French?",
