lesson_number,position_in_lesson,speaker,text,utterance_type,narrator_cue,core_lemmas
23,1,Male Speaker,Voiture.,PromptedRecall,"Comment dites-vous ""Automobile"" en français?",voiture
23,2,Male Speaker,La voiture.,PromptedRecall,Le ou la?,la voiture
23,3,Male Speaker,Une voiture.,DirectRepetition,,une voiture
23,4,Male Speaker,Dans la voiture.,PromptedRecall,"Dites, ""In the car.""",dans la voiture
23,5,Male Speaker,Dans.,SimpleResponse,,dans
23,6,Male Speaker,Dans la famille.,PromptedRecall,"Dites, ""In the family.""",dans la famille
23,7,Male Speaker,Dans la famille.,DirectRepetition,,dans la famille
23,8,Male Speaker,Deux grandes personnes.,PromptedRecall,"Dites, ""Two big people.""",deux grand personne
23,9,Male Speaker,Et deux petites personnes.,PromptedRecall,"""And two little people.""",et deux petit personne
23,10,Male Speaker,Deux enfants.,PromptedRecall,"""Two children.""",deux enfant
23,11,Male Speaker,Un garçon et une fille.,PromptedRecall,"""A boy and a girl.""",un garçon et une fille
23,12,Male Speaker,Un garçon et une fille.,DirectRepetition,,un garçon et une fille
23,13,Male Speaker,"Où sont les toilettes, s'il vous plaît?",PromptedRecall,Demandez les toilettes.,où être le toilette s'il vous plaire
23,14,Male Speaker,"Où sont les toilettes, s'il vous plaît?",DirectRepetition,,où être le toilette s'il vous plaire
23,15,Male Speaker,Essence.,PromptedRecall,"Comment dit-on ""gasoline"" en français?",essence
23,16,Male Speaker,De l'essence.,DirectRepetition,,de l' essence
23,17,Male Speaker,"Vingt litres, s'il vous plaît.",PromptedRecall,"Dites, ""Twenty liters, please.""",vingt litre s'il vous plaire
23,18,Male Speaker,Est-ce que votre voiture est américaine?,PromptedRecall,Demandez si la voiture est américaine.,est-ce que votre voiture être américain
23,19,Male Speaker,Est-ce qu'il y a de l'essence dans la voiture?,PromptedRecall,Demandez s'il y a de l'essence dans la voiture.,est-ce que il y avoir de l' essence dans la voiture
23,20,Male Speaker,Est-ce qu'il y a de l'essence dans la voiture?,DirectRepetition,,est-ce que il y avoir de l' essence dans la voiture
23,21,Female Speaker,Mettez.,DirectRepetition,,mettre
23,22,Female Speaker,Mettez.,DirectRepetition,,mettre
23,23,Female Speaker,Vous mettez.,PromptedRecall,"Comment dit-on, ""You put"" en français?",vous mettre
23,24,Female Speaker,"On dit, ""Vous mettez.""",DirectRepetition,,on dire vous mettre
23,25,Female Speaker,Nous mettons.,PromptedRecall,"Comment dit-on, ""We put?""",nous mettre
23,26,Female Speaker,"On dit, ""Nous mettons.""",DirectRepetition,,on dire nous mettre
23,27,Female Speaker,Mettez dix litres.,PromptedRecall,"Dites, ""Put in ten liters.""",mettre dix litre
23,28,Male Speaker,Attendez.,DirectRepetition,Écoutez et répétez.,attendre
23,29,Male Speaker,Attendez.,DirectRepetition,,attendre
23,30,Male Speaker,Attendez.,DirectRepetition,,attendre
23,31,Male Speaker,Vous attendez.,PromptedRecall,"Comment dit-on ""You wait"" en français?",vous attendre
23,32,Male Speaker,Nous attendons.,PromptedRecall,"Comment dit-on ""We wait?""",nous attendre
23,33,Male Speaker,Nous attendons.,DirectRepetition,,nous attendre
23,34,Female Speaker,Mettez quinze litres.,PromptedRecall,"Dites, ""Put in fifteen liters.""",mettre quinze litre
23,35,Female Speaker,Quinze.,SimpleResponse,,quinze
23,36,Male Speaker,"Où allez-vous, Mademoiselle?",PromptedRecall,Demandez à la demoiselle où elle va.,où aller vous mademoiselle
23,37,Male Speaker,Où allez-vous?,SimpleResponse,,où aller vous
23,38,Female Speaker,Je vais à Paris.,PromptedRecall,"Comment dit-elle, ""I'm going to Paris?""",je aller à paris
23,39,Female Speaker,Je vais à Paris demain.,PromptedRecall,"Comment dit-elle, ""I'm going to Paris tomorrow.""",je aller à paris demain
23,40,Female Speaker,Il y a combien de kilomètres?,PromptedRecall,"Demandez, ""There are how many kilometers?""",il y avoir combien de kilomètre
23,41,Female Speaker,Il y a combien de kilomètres?,DirectRepetition,,il y avoir combien de kilomètre
23,42,Male Speaker,Attendez.,PromptedRecall,"Dites, ""Wait a minute.""",attendre
23,43,Male Speaker,C'est loin.,DirectRepetition,Écoutez et répétez.,être loin
23,44,Male Speaker,Loin.,SimpleResponse,,loin
23,45,Male Speaker,Loin.,DirectRepetition,,loin
23,46,Male Speaker,Loin.,DirectRepetition,,loin
23,47,Male Speaker,Paris est loin.,PromptedRecall,Dites-moi que Paris est loin.,paris être loin
23,48,Female Speaker,Est-ce que Paris est loin?,PromptedRecall,Demandez-moi si Paris est loin.,est-ce que paris être loin
23,49,Male Speaker,"Attendez, je ne sais pas.",PromptedRecall,"Dites, ""Wait, I don't know.""",attendre je ne savoir pas
23,50,Male Speaker,Soixante-dix kilomètres.,DirectRepetition,Écoutez et répétez.,soixante-dix kilomètre
23,51,Male Speaker,Soixante-dix.,SimpleResponse,,soixante-dix
23,52,Male Speaker,Soixante-dix.,DirectRepetition,,soixante-dix
23,53,Male Speaker,Soixante-dix.,PromptedRecall,"Dites, ""Seventy.""",soixante-dix
23,54,Male Speaker,Soixante-douze.,PromptedRecall,Dites-le.,soixante-douze
23,55,Male Speaker,Soixante-douze.,DirectRepetition,,soixante-douze
23,56,Male Speaker,Soixante-treize.,PromptedRecall,"Dites, ""Seventy-three.""",soixante-treize
23,57,Male Speaker,Soixante-quinze.,PromptedRecall,"Dites, ""Seventy-five.""",soixante-quinze
23,58,Male Speaker,Soixante-et-onze.,PromptedRecall,"Now, remembering that twenty-one, thirty-one and so forth always use the word ""and"" try to say seventy-one.",soixante-et-onze
23,59,Male Speaker,Soixante-quatorze kilomètres.,PromptedRecall,"Dites, ""Seventy-four kilometers.""",soixante-quatorze kilomètre
23,60,Male Speaker,Soixante-quatorze kilomètres.,DirectRepetition,,soixante-quatorze kilomètre
23,61,Male Speaker,"Non, soixante-et-onze.",PromptedRecall,"Dites, ""No, seventy-one.""",non soixante-et-onze
23,62,Male Speaker,"Non, soixante-et-onze.",DirectRepetition,,non soixante-et-onze
23,63,Female Speaker,Attendez.,PromptedRecall,"Dites, ""wait.""",attendre
23,64,Female Speaker,C'est trop vite.,PromptedRecall,"Dites, ""It's too fast.""",être trop vite
23,65,Female Speaker,C'est trop vite.,DirectRepetition,,être trop vite
