lesson_number,position_in_lesson,speaker,text,utterance_type,narrator_cue,core_lemmas
14,1,Male Speaker,Voilà.,VocabularyIntro,Suppose that you are handing someone some money to pay for a purchase. What word would you use to accompany the gesture of handing the money to him?,
14,2,Male Speaker,Voilà treize francs.,VocabularyIntro,"Say, ""Here are thirteen francs.""",
14,3,Female Speaker,Je veux douze francs.,VocabularyIntro,"Say, ""I want twelve francs.""",
14,4,Male Speaker,Voilà quatorze francs.,VocabularyIntro,"Say, ""Here are fourteen francs.""",
14,5,Female Speaker,"Est-ce que vous avez un franc, Monsieur?",PromptedRecall,"Ask, ""Do you have one franc, sir?""",
14,6,Female Speaker,Avez-vous un franc?,PromptedRecall,"Ask again, ""Have you one franc?""",
14,7,Female Speaker,Voulez-vous un franc?,PromptedRecall,"Now ask, ""Do you want one franc?""",
14,8,Male Speaker,Je veux seize francs.,VocabularyIntro,"Say, ""I want sixteen francs.""",
14,9,Male Speaker,Pas quinze.,PromptedRecall,"Say, not fifteen.",
14,10,Female Speaker,Vous avez combien de dollars?,PromptedRecall,"Ask, ""How many dollars have you?""",
14,11,Male Speaker,Je n'ai pas de dollars.,PromptedRecall,"Here's how to say, ""I have no dollars.""",
14,12,Male Speaker,J'ai beaucoup de francs.,VocabularyIntro,"""I have many francs.""",
14,13,Male Speaker,Mais je n'ai pas de dollars.,PromptedRecall,"Say, ""But I haven't any dollars.""",
14,14,Female Speaker,Vous n'avez pas de dollars?,PromptedRecall,"Ask, ""You haven't any dollars?""",
14,15,Female Speaker,Vous n'êtes pas américain.,PromptedRecall,"Say, ""You're not American.""",
14,16,Male Speaker,Je suis américain.,VocabularyIntro,"Say, ""I'm American.""",
14,17,Male Speaker,J'ai des francs.,VocabularyIntro,"""I have some francs.""",
14,18,Male Speaker,J'ai des dollars.,VocabularyIntro,Tell me you have some dollars.,
14,19,Male Speaker,Mais pas de francs.,PromptedRecall,"Say, ""But no francs.""",
14,20,Male Speaker,Donnez-moi des francs.,VocabularyIntro,Give me some francs.,
14,21,Male Speaker,Donnez-moi des dollars.,VocabularyIntro,Ask me to give you some dollars.,
14,22,Female Speaker,"D'accord, voilà trois dollars.",VocabularyIntro,"Say, ""Okay, here are three dollars.""",
14,23,Male Speaker,Est-ce que vous avez des francs?,PromptedRecall,Ask her if she has some francs.,
14,24,Female Speaker,J'ai dix-sept francs.,VocabularyIntro,"""I have seventeen francs.""",
14,25,Female Speaker,J'ai dix-neuf dollars.,VocabularyIntro,"Say, ""I have nineteen dollars.""",
14,26,Female Speaker,Et j'ai aussi beaucoup de francs.,VocabularyIntro,"Say, ""And I also have a lot of francs.""",
14,27,Male Speaker,Combien de francs avez-vous?,PromptedRecall,Ask her how many francs she has.,
14,28,Male Speaker,Je n'ai pas de bière.,PromptedRecall,"Say, ""I have no beer.""",
14,29,Male Speaker,Je voudrais acheter de la bière.,VocabularyIntro,"Say, ""I would like to buy some beer.""",
14,30,Female Speaker,"Moi, j'ai de la bière.",VocabularyIntro,"Say, ""Me, I've got some beer""",
14,31,Female Speaker,Voilà une bière.,VocabularyIntro,"How does she say, ""Here's a beer""?",
14,32,Male Speaker,"Maintenant, donnez-moi dix-sept francs.",VocabularyIntro,"Say, ""Now give me seventeen francs.""",
14,33,Male Speaker,Je voudrais acheter du vin.,VocabularyIntro,"Say, ""I would like to buy some wine.""",
14,34,Female Speaker,Est-ce que vous avez des dollars?,PromptedRecall,Ask me if I have any dollars.,
14,35,Male Speaker,"Non, je n'ai pas de dollars.",PromptedRecall,"Say, ""No, I haven't any dollars.""",
14,36,Female Speaker,Et des francs?,PromptedRecall,"Ask, ""And francs?""",
14,37,Female Speaker,Combien?,PromptedRecall,"Ask, ""How many?""",
14,38,Female Speaker,Ce n'est pas beaucoup.,PromptedRecall,"Say, ""It's not many.""",
14,39,Male Speaker,"Pardon, Madame.",VocabularyIntro,"Now let's review how to ask for directions. Say, ""excuse me, ma'am.""",
14,40,Male Speaker,Où est le boulevard Saint-Michel?,PromptedRecall,"""Where is Saint Michael Boulevard?""",
14,41,Male Speaker,Est-ce que vous savez où est le boulevard?,PromptedRecall,"""Do you know where the boulevard is?""",
14,42,Male Speaker,Est-ce que c'est là-bas?,PromptedRecall,"""Is it down there?""",
14,43,Male Speaker,Ou est-ce que c'est ici?,PromptedRecall,"""Or is it here?""",
14,44,Male Speaker,"Merci, Madame.",VocabularyIntro,Thank her.,
14,45,Male Speaker,Merci beaucoup.,VocabularyIntro,"""Thank you very much.""",
14,46,Female Speaker,Je voudrais acheter quelque chose.,VocabularyIntro,"An American woman is talking to her husband. They are in France. How does she say, ""I would like to buy something.""",
14,47,Female Speaker,Donnez-moi quinze dollars.,VocabularyIntro,"Say, ""Give me fifteen dollars.""",
14,48,Female Speaker,"Non, donnez-moi dix-sept ou dix-huit dollars.",VocabularyIntro,"Say, ""No, give me seventeen or eighteen dollars.""",
14,49,Female Speaker,Est-ce que vous avez des francs?,PromptedRecall,How does she ask him if he has any francs?,
14,50,Male Speaker,"J'ai beaucoup de dollars, mais pas de francs.",VocabularyIntro,"How does she tell him that she has a lot of dollars, but no francs.",
14,51,Male Speaker,Combien de francs voulez-vous?,PromptedRecall,Ask her how many francs she wants?,
14,52,Female Speaker,"Oh, dix-huit ou dix-neuf?",VocabularyIntro,"Say, ""Oh, eighteen or nineteen.""",
14,53,Male Speaker,Je donne.,VocabularyIntro,"He wants to say, ""I'm giving you ten dollars. Remembering that ""you give"" is ""vous donnez"" try to figure out how to say, ""I give.""",
14,54,Male Speaker,Je vous donne.,VocabularyIntro,"Now try to say, ""I give you.""",
14,55,Male Speaker,Je vous donne dix dollars.,VocabularyIntro,"""I'm giving you ten dollars.""",
14,56,Female Speaker,Mais je n'ai pas de francs.,PromptedRecall,"Say, ""But I haven't any francs.""",
14,57,Female Speaker,Qu'est-ce que vous allez faire?,PromptedRecall,"Ask, ""What are you going to do?""",
14,58,Female Speaker,Vous n'avez pas de francs.,PromptedRecall,"Say, ""You haven't any francs.""",
14,59,Female Speaker,"Alors, je vais acheter des francs.",VocabularyIntro,"Say, ""Well then I'm going to buy some francs.""",
14,60,Female Speaker,"Donnez-moi des dollars, s'il vous plaît.",VocabularyIntro,"Say, ""Give me some dollars, please.""",
14,61,Female Speaker,Voilà seize dollars.,VocabularyIntro,"He says, ""Here are sixteen dollars.""",
14,62,Female Speaker,C'est beaucoup.,VocabularyIntro,"How did she say, ""That's a lot""?",
14,63,Female Speaker,"Non, ce n'est pas beaucoup.",PromptedRecall,"How did she say, ""No, it's not a lot""?",
14,64,Female Speaker,"Ici, ce n'est pas beaucoup.",PromptedRecall,"She says here, ""it's not a lot.""",
14,65,Female Speaker,"Mais chez moi, c'est beaucoup.",VocabularyIntro,"She says, ""But in my place"", meaning in America, ""it's a lot.""",
