lesson_number,position_in_lesson,speaker,text,utterance_type,narrator_cue,core_lemmas
30,1,Male Speaker,Mot.,VocabularyIntro,"Comment dit-on ""word"" en français?",
30,2,Male Speaker,Le mot.,VocabularyIntro,"Comment dit-on ""word"" en français?",
30,3,Male Speaker,Ce mot.,VocabularyIntro,"Comment dit-on, ""This word.""",
30,4,Male Speaker,Qu'est-ce que ce mot veut dire?,PromptedRecall,"Demandez ""What does this word mean?""",
30,5,Male Speaker,Comment dit-on?,PromptedRecall,"Demandez ""How does one say?""",
30,6,Male Speaker,Ce mot?,PromptedRecall,"""This word?""",
30,7,Male Speaker,En anglais.,VocabularyIntro,"""In English.""",
30,8,Female Speaker,Comment dit-on ce mot en français?,PromptedRecall,"Demandez ""How does one say this word in French?""",
30,9,Female Speaker,Nous sommes américains.,VocabularyIntro,"Dites, ""We are american.""",
30,10,Female Speaker,Nous sommes ici.,VocabularyIntro,"""We are here.""",
30,11,Male Speaker,Depuis combien de temps?,PromptedRecall,"Demandez ""Since how long?""",
30,12,Female Speaker,Depuis quelques semaines.,VocabularyIntro,"Répondez ""Since a few weeks.""",
30,13,Female Speaker,Nous allons rester.,VocabularyIntro,"""We are going to stay.""",
30,14,Female Speaker,Quelques jours.,VocabularyIntro,"""A few days.""",
30,15,Female Speaker,J'aime la France.,VocabularyIntro,"Dites, ""I like France.""",
30,16,Male Speaker,Est-ce que vous aimez Paris?,PromptedRecall,Demandez si elle aime Paris.,
30,17,Female Speaker,"Oui, j'aime Paris.",VocabularyIntro,"""Yes, I like Paris.""",
30,18,Female Speaker,J'aime bien Paris.,VocabularyIntro,"""Yes, I like Paris.""",
30,19,Male Speaker,Vous allez rester...,VocabularyIntro,"""You are going to remain...""",
30,20,Male Speaker,Combien de temps?,PromptedRecall,"""How long?""",
30,21,Male Speaker,Qu'est-ce que vous avez acheté?,PromptedRecall,"""What have you bought?""",
30,22,Female Speaker,J'ai acheté.,VocabularyIntro,"Répondez ""I have bought.""",
30,23,Female Speaker,Beaucoup de choses.,VocabularyIntro,"""Lots of things.""",
30,24,Female Speaker,Et vous?,PromptedRecall,"""And you?""",
30,25,Male Speaker,Je ne veux rien.,PromptedRecall,"""I want nothing.""",
30,26,Male Speaker,"Moi, je ne veux rien.",PromptedRecall,"""I want nothing.""",
30,27,Male Speaker,J'achète.,VocabularyIntro,"Essayez de dire ""I am buying.""",
30,28,Male Speaker,Je n'achète rien.,PromptedRecall,"""I am buying nothing.""",
30,29,Male Speaker,Nous n'avons rien acheté.,PromptedRecall,"Et comment dit-on ""We have bought nothing?""",
30,30,Male Speaker,Et nous n'allons rien acheter.,PromptedRecall,"Essayer de dire ""And we're going to buy nothing.""",
30,31,Male Speaker,Nous ne voulons rien acheter.,PromptedRecall,"""We want to buy nothing.""",
30,32,Male Speaker,Est-ce que vous avez acheté quelque chose?,PromptedRecall,"""Did you buy something?""",
30,33,Male Speaker,Avez-vous acheté quelque chose?,PromptedRecall,"""Did you buy something?""",
30,34,Female Speaker,Nous avons acheté beaucoup de choses.,VocabularyIntro,"Essayez de dire ""We have bought lots of things.""",
30,35,Female Speaker,Nous avons mangé.,VocabularyIntro,"""We have eaten.""",
30,36,Female Speaker,Et nous avons acheté beaucoup de choses.,VocabularyIntro,"""And we have bought lots of things.""",
30,37,Male Speaker,Est-ce que vous avez parlé français?,PromptedRecall,Here is how to ask if she spoke French.,
30,38,Female Speaker,Un peu.,VocabularyIntro,"""A little.""",
30,39,Female Speaker,Nous avons parlé français.,VocabularyIntro,"""We spoke French.""",
30,40,Female Speaker,Quand?,PromptedRecall,"""When?""",
30,41,Female Speaker,Hier.,VocabularyIntro,"""Yesterday.""",
30,42,Male Speaker,Vous êtes arrivés?,VocabularyIntro,"Here's how to say, ""You arrived.""",
30,43,Male Speaker,Arrivé.,VocabularyIntro,"Here's how to say, ""You arrived.""",
30,44,Male Speaker,Êtes arrivé.,VocabularyIntro,"Here's how to say, ""You arrived.""",
30,45,Male Speaker,Vous êtes arrivés.,VocabularyIntro,"Here's how to say, ""You arrived.""",
30,46,Male Speaker,Est-ce que vous êtes arrivés?,PromptedRecall,"Ask, ""Did you arrive?""",
30,47,Male Speaker,Quand est-ce que vous êtes arrivés?,PromptedRecall,"Now try to ask, ""When did you arrive?""",
30,48,Female Speaker,Hier matin.,VocabularyIntro,"Here's the answer, ""Yesterday morning.""",
30,49,Female Speaker,Matin.,VocabularyIntro,"How do you say, ""Morning?""",
30,50,Female Speaker,Le matin.,VocabularyIntro,"How do you say, ""Morning?""",
30,51,Female Speaker,Hier matin.,VocabularyIntro,"Say, ""Yesterday morning.""",
30,52,Female Speaker,Ce matin.,VocabularyIntro,"And how do you say, ""This morning""?",
30,53,Male Speaker,Quand est-ce que vous êtes arrivés?,PromptedRecall,"How did he ask, ""When did you arrive?""",
30,54,Male Speaker,Vous êtes arrivés.,VocabularyIntro,"How do you say, ""You arrived?""",
30,55,Male Speaker,Quand est-ce que vous êtes arrivés à Paris?,PromptedRecall,"Ask, ""When did you arrive in Paris?""",
30,56,Female Speaker,Nous sommes arrivés hier.,VocabularyIntro,"Now try to say, ""We arrived yesterday.""",
30,57,Female Speaker,Nous sommes arrivés hier matin.,VocabularyIntro,"Say, ""We arrived yesterday morning.""",
30,58,Female Speaker,Je suis arrivée.,VocabularyIntro,"Try to say, ""I arrived.""",
30,59,Female Speaker,Avec ma famille.,VocabularyIntro,"""With my family.""",
30,60,Female Speaker,Avec mes trois enfants.,VocabularyIntro,"""With my three children.""",
