lesson_number,position_in_lesson,speaker,text,utterance_type,narrator_cue,core_lemmas
19,1,Male Speaker,Vous parlez trop vite.,PromptedRecall,Tell me I talk too fast.,
19,2,Male Speaker,Beaucoup trop vite.,PromptedRecall,"Try to say, ""Much too fast.""",
19,3,Female Speaker,C'est trop cher.,VocabularyIntro,Do you remember how to say that something is too expensive?,
19,4,Male Speaker,Cinquante francs.,VocabularyIntro,"Say, ""Fifty francs.""",
19,5,Male Speaker,Soixante francs.,VocabularyIntro,"Say, ""Sixty francs.""",
19,6,Male Speaker,Quarante-cinq francs.,VocabularyIntro,"Say, ""Forty-five francs.""",
19,7,Male Speaker,Soixante-et-un francs.,VocabularyIntro,"Say, ""Sixty-one francs.""",
19,8,Male Speaker,Cinquante-six francs.,VocabularyIntro,"Say, ""Fifty-six francs.""",
19,9,Female Speaker,Vingt-et-un.,VocabularyIntro,Say the number twenty-one.,
19,10,Female Speaker,"Soixante-huit, c'est trop cher.",VocabularyIntro,"Say, ""Sixty-eight, that's too expensive.""",
19,11,Male Speaker,Je vais vous donner...,VocabularyIntro,"Say, ""I'm going to give you...""",
19,12,Female Speaker,Je vais vous donner cinquante-trois francs.,VocabularyIntro,"""I'm going to give you fifty-three francs.""",
19,13,Female Speaker,Où est votre femme?,PromptedRecall,Ask me where my wife is.,
19,14,Male Speaker,Ma femme? Je ne sais pas.,PromptedRecall,"Say, ""My wife? I don't know.""",
19,15,Male Speaker,Où est votre mari?,PromptedRecall,Ask her where her husband is.,
19,16,Female Speaker,Mon mari est là-bas.,VocabularyIntro,"Say, ""My husband is over there.""",
19,17,Female Speaker,Il est là-bas.,VocabularyIntro,"""He's over there.""",
19,18,Female Speaker,Mon mari? Il est là-bas.,VocabularyIntro,"Say, ""My husband? He is over there.""",
19,19,Male Speaker,Elle est là-bas.,VocabularyIntro,"""She's over there.""",
19,20,Male Speaker,"Ma femme, elle est là-bas.",VocabularyIntro,"Say, ""My wife, she's over there.""",
19,21,Male Speaker,Est-ce qu'elle est là-bas?,PromptedRecall,Ask me if she's over there.,
19,22,Male Speaker,"Elle n'est pas là-bas, elle est ici.",PromptedRecall,"Say, ""She's not over there, she's here.""",
19,23,Male Speaker,Qu'est-ce que votre mari voudrait boire?,PromptedRecall,Ask the woman what her husband would like to drink.,
19,24,Male Speaker,Qu'est-ce qu'il voudrait boire?,PromptedRecall,"""What would he like to drink?""",
19,25,Female Speaker,Il voudrait boire de l'Orangina.,VocabularyIntro,"Answer, ""He would like to drink some Orangina.""",
19,26,Male Speaker,Ou de l'eau.,VocabularyIntro,"Say, ""Or water.""",
19,27,Female Speaker,Entrez.,VocabularyIntro,"Here's how you say, ""Come in.""",
19,28,Female Speaker,Enchanté.,VocabularyIntro,"Say, ""Pleased to meet you.""",
19,29,Female Speaker,"Entrez, s'il vous plaît.",VocabularyIntro,"Say, ""Come in, please.""",
19,30,Female Speaker,Qu'est-ce que vous voudriez boire?,PromptedRecall,Ask the person what he would like to drink.,
19,31,Female Speaker,Et votre femme?,VocabularyIntro,"Say, ""And your wife?""",
19,32,Female Speaker,Qu'est-ce qu'elle voudrait boire?,PromptedRecall,"Ask, ""What would she like to drink?""",
19,33,Female Speaker,Je suis Madame Jones.,VocabularyIntro,"Say, ""I'm Mrs. Jones.""",
19,34,Male Speaker,Où habitez-vous?,PromptedRecall,"""Where do you live?""",
19,35,Male Speaker,Habiter.,VocabularyIntro,"What's the word ""to live"" in French?",
19,36,Male Speaker,Vous habitez.,VocabularyIntro,"Say, ""You live.""",
19,37,Male Speaker,J'habite.,VocabularyIntro,"Try to say, ""I live.""",
19,38,Male Speaker,Où habitez-vous?,PromptedRecall,"Ask, ""Where do you live?""",
19,39,Female Speaker,Rue Saint-Jacques.,VocabularyIntro,"Say, ""On the 'rue Saint-Jacques.'""",
19,40,Female Speaker,Est-ce que vous habitez ici?,PromptedRecall,Ask the man if he lives here.,
19,41,Male Speaker,"Oui, avec ma femme.",VocabularyIntro,"Answer, ""Yes, with my wife.""",
19,42,Male Speaker,Nous habitons ici.,VocabularyIntro,"""We live here.""",
19,43,Male Speaker,Nous habitons.,VocabularyIntro,"How do you say ""we live"" in French?",
19,44,Male Speaker,Voulez-vous?,VocabularyIntro,"Do you remember how to say, ""Do you want?""",
19,45,Female Speaker,Nous voulons.,VocabularyIntro,"Now try to say, ""We want.""",
19,46,Female Speaker,Nous habitons ici.,VocabularyIntro,"Say, ""We live here.""",
19,47,Female Speaker,Et nous voudrions boire quelque chose.,VocabularyIntro,"Try to say, ""And we would like to drink something.""",
19,48,Female Speaker,Mon mari et moi.,VocabularyIntro,"Say, ""My husband and I.""",
19,49,Female Speaker,Nous voudrions boire de l'Orangina.,VocabularyIntro,"Say, ""We'd like to drink some Orangina.""",
19,50,Female Speaker,Est-ce que vous voudriez aussi de l'Orangina?,PromptedRecall,"Ask the man, ""Would you like Orangina too?""",
19,51,Male Speaker,Ma femme et moi.,VocabularyIntro,"Say, ""My wife and I.""",
19,52,Male Speaker,Nous n'habitons pas ici.,PromptedRecall,"Say, ""We don't live here.""",
19,53,Male Speaker,Nous voudrions boire de l'eau.,VocabularyIntro,"Say, ""We'd like to drink water.""",
19,54,Male Speaker,Il voudrait boire de l'eau.,VocabularyIntro,"Say, ""He would like to drink water.""",
19,55,Female Speaker,Mais nous voudrions du vin.,VocabularyIntro,"Say, ""But we'd like wine.""",
19,56,Female Speaker,Il n'est pas ici.,PromptedRecall,Tell him he's not here.,
19,57,Female Speaker,Je ne sais pas.,VocabularyIntro,"Tell him, ""I don't know.""",
19,58,Female Speaker,Nous habitons à Washington.,VocabularyIntro,Use this information in replying to his next question.,
19,59,Female Speaker,"Et vous, Monsieur? Où habitez-vous?",PromptedRecall,Ask him where he lives.,
19,60,Female Speaker,Avec votre femme?,PromptedRecall,"Ask him, ""With your wife?""",
19,61,Female Speaker,C'est mon mari.,VocabularyIntro,"Say, ""It's my husband.""",
19,62,Female Speaker,"Jacques, voilà Monsieur Durand.",VocabularyIntro,"Say, ""Jack, there is Mister Durand.""",
19,63,Female Speaker,"Monsieur Durand, mon mari, Jacques.",VocabularyIntro,"Say, ""Mister Durand, my husband Jack.""",
19,64,Female Speaker,"Maintenant, nous pouvons boire quelque chose et parler.",VocabularyIntro,"Say, ""Now we can drink something and talk.""",
