lesson_number,position_in_lesson,speaker,text,utterance_type,narrator_cue,core_lemmas
29,1,Female Speaker,Qu'est-ce que ça veut dire?,PromptedRecall,"Et maintenant, demandez ce que ça veut dire.",
29,2,Female Speaker,Le mot mal.,VocabularyIntro,"The word ""mal.""",
29,3,Male Speaker,Pas mal.,VocabularyIntro,"And here is how you say, ""Not bad."" Écoutez et répétez.",
29,4,Female Speaker,Je comprends maintenant.,VocabularyIntro,Dites que vous comprenez maintenant.,
29,5,Female Speaker,Je ne comprends pas.,PromptedRecall,And how would you tell me that you don't understand?,
29,6,Male Speaker,Qu'est-ce que vous ne comprenez pas?,PromptedRecall,"Demandez ""what don't you understand?""",
29,7,Female Speaker,Ça.,VocabularyIntro,"""That.""",
29,8,Male Speaker,Nous sommes ici.,VocabularyIntro,"Maintenant, dites, ""We are here.""",
29,9,Female Speaker,Depuis trois jours.,VocabularyIntro,"""Since three days.""",
29,10,Female Speaker,Depuis.,VocabularyIntro,"""Since three days.""",
29,11,Female Speaker,Nous sommes ici depuis trois jours.,VocabularyIntro,Tell me you've been here for three days.,
29,12,Male Speaker,Vous êtes ici depuis combien de temps?,PromptedRecall,Ask me how long I've been here.,
29,13,Male Speaker,Temps.,VocabularyIntro,Ask me how long I've been here.,
29,14,Male Speaker,Combien de temps?,PromptedRecall,Ask me how long I've been here.,
29,15,Male Speaker,Depuis combien de temps?,PromptedRecall,Ask me how long I've been here.,
29,16,Male Speaker,Je suis ici depuis deux jours.,VocabularyIntro,"Dites, ""I've been here for two days.""",
29,17,Male Speaker,Nous allons rester.,VocabularyIntro,"Dites, ""We're going to stay.""",
29,18,Male Speaker,Combien de temps?,PromptedRecall,"Demandez ""How long?""",
29,19,Female Speaker,Quelques jours.,VocabularyIntro,"""A few days.""",
29,20,Male Speaker,Quelques semaines.,VocabularyIntro,"""A few weeks.""",
29,21,Female Speaker,Qu'est-ce que ça veut dire?,PromptedRecall,"Demandez, ""Qu'est-ce que ça veut dire?""",
29,22,Female Speaker,Le mot semaine.,VocabularyIntro,"The word ""semaine.""",
29,23,Male Speaker,Une semaine.,VocabularyIntro,"Dites, ""One week.""",
29,24,Male Speaker,Depuis combien de temps?,PromptedRecall,"Demandez ""Since how long?""",
29,25,Female Speaker,Depuis une semaine.,VocabularyIntro,"""Since one week.""",
29,26,Female Speaker,Nous sommes ici depuis une semaine.,VocabularyIntro,"""We've been here a week.""",
29,27,Female Speaker,Nous allons rester.,VocabularyIntro,"""We're going to stay.""",
29,28,Female Speaker,Quelques semaines.,VocabularyIntro,"""A few weeks.""",
29,29,Female Speaker,Ensemble.,VocabularyIntro,"""Together.""",
29,30,Female Speaker,Et puis.,VocabularyIntro,"""And then.""",
29,31,Female Speaker,Je vais rester.,VocabularyIntro,"""I'm going to stay.""",
29,32,Female Speaker,Seul.,VocabularyIntro,"""Alone.""",
29,33,Female Speaker,Seule.,VocabularyIntro,"""Alone.""",
29,34,Female Speaker,Je vais partir.,VocabularyIntro,"""I'm going to leave.""",
29,35,Female Speaker,Plus tard.,VocabularyIntro,"""Later.""",
29,36,Female Speaker,Quatre-vingt-dix jours.,VocabularyIntro,"""Ninety days.""",
29,37,Female Speaker,"Puis, je vais partir.",VocabularyIntro,"""Then I'm going to leave.""",
29,38,Female Speaker,Depuis quelques semaines.,VocabularyIntro,"""Since a few weeks.""",
29,39,Female Speaker,Depuis hier.,VocabularyIntro,Écoutez et répétez.,
29,40,Female Speaker,Hier.,VocabularyIntro,Écoutez et répétez.,
29,41,Female Speaker,Hier.,VocabularyIntro,"Dites, ""Yesterday.""",
29,42,Female Speaker,Nous sommes ici depuis hier.,VocabularyIntro,"""We've been here since yesterday.""",
29,43,Male Speaker,Qu'est-ce que vous avez acheté hier?,PromptedRecall,"""What did you buy yesterday?"" Écoutez et répétez.",
29,44,Female Speaker,J'ai acheté quelque chose.,VocabularyIntro,"""I bought something."" Écoutez et répétez.",
29,45,Male Speaker,Qu'est-ce que vous avez acheté?,PromptedRecall,Ask her what she bought.,
