lesson_number,position_in_lesson,speaker,text,utterance_type,narrator_cue,core_lemmas
7,1,Male Speaker,Mademoiselle.,ConversationalExchange,,mademoiselle
7,2,Female Speaker,"Oui, Monsieur.",SimpleResponse,,oui monsieur
7,3,Male Speaker,"Quand est-ce que vous voudriez manger, Mademoiselle? Maintenant?",ConversationalExchange,,quand être vous vouloir manger mademoiselle maintenant
7,4,Female Speaker,"Non, Monsieur, pas maintenant. Plus tard, s'il vous plaît. Mais je voudrais boire quelque chose maintenant.",ConversationalExchange,,non monsieur pas maintenant plus tard s'il vous plaire mais je vouloir boire quelque chose maintenant
7,5,Male Speaker,Où?,ConversationalExchange,,où
7,6,Female Speaker,Je ne sais pas.,ConversationalExchange,,je ne savoir pas
7,7,Male Speaker,Chez moi?,ConversationalExchange,,chez moi
7,8,Female Speaker,"Oui, très bien.",ConversationalExchange,,oui très bien
7,9,Male Speaker,Mademoiselle.,DirectRepetition,Listen again.,mademoiselle
7,10,Female Speaker,"Oui, Monsieur?",DirectRepetition,Listen again.,oui monsieur
7,11,Male Speaker,"Quand est-ce que vous voudriez manger, Mademoiselle? Maintenant?",DirectRepetition,Listen again.,quand être vous vouloir manger mademoiselle maintenant
7,12,Female Speaker,"Non, Monsieur, pas maintenant. Plus tard, s'il vous plaît. Mais je voudrais boire quelque chose maintenant.",DirectRepetition,Listen again.,non monsieur pas maintenant plus tard s'il vous plaire mais je vouloir boire quelque chose maintenant
7,13,Male Speaker,Où?,DirectRepetition,Listen again.,où
7,14,Female Speaker,Je ne sais pas.,DirectRepetition,Listen again.,je ne savoir pas
7,15,Male Speaker,Chez moi?,DirectRepetition,Listen again.,chez moi
7,16,Female Speaker,"Oui, très bien.",DirectRepetition,Listen again.,oui très bien
7,17,Female Speaker,Où est-ce que vous voudriez manger?,PromptedRecall,"Ask, ""Where would you like to eat?""",où être vous vouloir manger
7,18,Female Speaker,Où est-ce que vous voudriez manger?,DirectRepetition,,où être vous vouloir manger
7,19,Male Speaker,Chez moi.,PromptedRecall,"Do you remember how to say, ""At my place""?",chez moi
7,20,Male Speaker,Chez moi.,DirectRepetition,,chez moi
7,21,Male Speaker,Pas chez vous.,PromptedRecall,"And how do you say, ""Not at your place""?",pas chez vous
7,22,Male Speaker,Je voudrais manger.,PromptedRecall,Tell me that you would like to eat.,je vouloir manger
7,23,Male Speaker,Manger.,DirectRepetition,,manger
7,24,Male Speaker,Je voudrais.,DirectRepetition,,je vouloir
7,25,Male Speaker,Je voudrais.,DirectRepetition,,je vouloir
7,26,Male Speaker,Je voudrais manger.,DirectRepetition,,je vouloir manger
7,27,Female Speaker,Moi aussi.,PromptedRecall,"Say, ""Me too.""",moi aussi
7,28,Female Speaker,Quand?,PromptedRecall,"Ask, ""When?""",quand
7,29,Female Speaker,Quand?,DirectRepetition,,quand
7,30,Female Speaker,Quand est-ce que vous voudriez manger?,PromptedRecall,"Ask, ""When would you like to eat?""",quand être vous vouloir manger
7,31,Female Speaker,Quand est-ce que vous voudriez manger?,DirectRepetition,,quand être vous vouloir manger
7,32,Male Speaker,Maintenant.,PromptedRecall,"Say, ""Now.""",maintenant
7,33,Male Speaker,Maintenant.,DirectRepetition,,maintenant
7,34,Male Speaker,Je voudrais manger maintenant.,PromptedRecall,"""I would like to eat now.""",je vouloir manger maintenant
7,35,Male Speaker,Est-ce que vous voudriez boire quelque chose?,PromptedRecall,Ask me if I would like to drink something.,être vous vouloir boire quelque chose
7,36,Male Speaker,Est-ce que vous voudriez boire quelque chose?,DirectRepetition,,être vous vouloir boire quelque chose
7,37,Male Speaker,Est-ce que vous voudriez boire quelque chose?,DirectRepetition,,être vous vouloir boire quelque chose
7,38,Female Speaker,"Oui, je veux bien.",PromptedRecall,"How do you say, ""Yes, I want to""?",oui je vouloir bien
7,39,Female Speaker,Je veux bien.,DirectRepetition,,je vouloir bien
7,40,Male Speaker,Est-ce que vous voudriez boire quelque chose?,PromptedRecall,"Ask again, ""Would you like to drink something?""",être vous vouloir boire quelque chose
7,41,Female Speaker,"Non, merci.",PromptedRecall,"Say, ""No, thank you.""",non merci
7,42,Female Speaker,"Non, merci.",DirectRepetition,,non merci
7,43,Female Speaker,Mais je voudrais manger quelque chose.,PromptedRecall,"Say, ""But I would like to eat something.""",mais je vouloir manger quelque chose
7,44,Female Speaker,Mais je voudrais manger quelque chose.,DirectRepetition,,mais je vouloir manger quelque chose
