lesson_number,position_in_lesson,speaker,text,utterance_type,narrator_cue,core_lemmas
11,1,Male Speaker,Quelle heure est-il?,PromptedRecall,Do you remember how to ask someone what time it is?,
11,2,Male Speaker,"Quelle heure est-il, s'il vous plaît?",PromptedRecall,Do you remember how to ask someone what time it is?,
11,3,Male Speaker,Est-ce que vous savez?,PromptedRecall,"Ask, ""Do you know?""",
11,4,Male Speaker,Savez-vous?,PromptedRecall,"Ask, ""Do you know?""",
11,5,French Narrator,Je ne sais pas.,VocabularyIntro,"Answer, ""I don't know.""",
11,6,Female Speaker,"Ah oui, je sais.",VocabularyIntro,"""Ah yes, I know.""",
11,7,Female Speaker,Il est trois heures.,VocabularyIntro,Tell him it's three o'clock.,
11,8,Female Speaker,Il est cinq heures.,VocabularyIntro,Tell him it's five o'clock.,
11,9,Female Speaker,Est-ce que vous allez déjeuner maintenant?,PromptedRecall,Ask him if he's going to have lunch now.,
11,10,Male Speaker,"Non, je vais manger plus tard.",PromptedRecall,"How does he reply, ""No, I'm going to eat later.""",
11,11,Male Speaker,Je vais.,VocabularyIntro,"How does he reply, ""No, I'm going to eat later.""",
11,12,Male Speaker,Je vais manger.,VocabularyIntro,"How does he reply, ""No, I'm going to eat later.""",
11,13,Male Speaker,Je vais manger plus tard.,VocabularyIntro,"How does he reply, ""No, I'm going to eat later.""",
11,14,Male Speaker,À huit heures.,VocabularyIntro,"He adds, ""At eight o'clock.""",
11,15,Male Speaker,Huit.,DirectRepetition,"""Huit"" and ""une"" begin with somewhat different sounds. Practice the contrast.",
11,16,Male Speaker,Une.,DirectRepetition,"""Huit"" and ""une"" begin with somewhat different sounds. Practice the contrast.",
11,17,Male Speaker,Une heure.,DirectRepetition,"""Huit"" and ""une"" begin with somewhat different sounds. Practice the contrast.",
11,18,Male Speaker,Huit heures.,DirectRepetition,"""Huit"" and ""une"" begin with somewhat different sounds. Practice the contrast.",
11,19,Male Speaker,Plus.,DirectRepetition,"""Huit"" and ""une"" begin with somewhat different sounds. Practice the contrast.",
11,20,Male Speaker,Du.,DirectRepetition,"""Huit"" and ""une"" begin with somewhat different sounds. Practice the contrast.",
11,21,Male Speaker,Je vais boire du vin plus tard.,VocabularyIntro,"Say, ""I'm going to drink wine later.""",
11,22,Male Speaker,À neuf heures.,VocabularyIntro,"Say, ""At nine o'clock.""",
11,23,Female Speaker,À quelle heure?,PromptedRecall,"Ask, ""At what time?""",
11,24,Male Speaker,Quelle heure est-il maintenant?,PromptedRecall,Ask her what time it is now.,
11,25,Female Speaker,Il est quatre heures maintenant.,VocabularyIntro,"How do she answer, ""It's four o'clock now.""",
11,26,Male Speaker,Je vais déjeuner à deux heures.,VocabularyIntro,"Say, ""I'm going to have lunch at two o'clock.""",
11,27,Male Speaker,Est-ce que vous voudriez déjeuner avec moi?,PromptedRecall,Ask her if she would like to have lunch with you.,
