lesson_number,position_in_lesson,speaker,text,utterance_type,narrator_cue,core_lemmas
27,1,Male Speaker,Bonjour.,VocabularyIntro,"Dites-moi, ""hello"" en français.",
27,2,Male Speaker,Comment allez-vous?,PromptedRecall,Demandez-moi comment je vais.,
27,3,Female Speaker,Je vais bien.,DirectRepetition,Répondez que vous allez bien.,
27,4,Male Speaker,Est-ce que les magasins sont ouverts?,PromptedRecall,Demandez-moi si les magasins sont ouverts.,
27,5,Male Speaker,Ils sont fermés.,DirectRepetition,Répondez qu'ils sont fermés.,
27,6,Male Speaker,Pourquoi?,PromptedRecall,Demandez pourquoi?,
27,7,Female Speaker,Parce qu'il est tard.,DirectRepetition,Répondez parce qu'il est tard.,
27,8,Female Speaker,Est-ce que vous allez travailler?,PromptedRecall,Demandez-moi si je vais travailler.,
27,9,Male Speaker,Je ne crois pas.,PromptedRecall,Répondez que vous ne croyez pas.,
27,10,Female Speaker,Vous croyez?,VocabularyIntro,"Dites, ""You believe.""",
27,11,Female Speaker,Vous ne croyez pas?,PromptedRecall,"Dites, ""You don't believe.""",
27,12,Male Speaker,Je vais à Nice.,VocabularyIntro,Dites que vous allez à Nice.,
27,13,Male Speaker,Peut-être.,VocabularyIntro,"Dites, ""Perhaps.""",
27,14,Female Speaker,Qu'est-ce que vous allez faire là-bas?,PromptedRecall,Demandez ce qu'il va faire là-bas.,
27,15,Male Speaker,Je vais voir des amis.,VocabularyIntro,Dites que vous allez voir des amis.,
27,16,Male Speaker,Mes amis.,VocabularyIntro,"""My friends.""",
27,17,Male Speaker,J'ai quelques amis là-bas.,VocabularyIntro,Dites que vous avez quelques amis là-bas.,
27,18,Male Speaker,Je vais les voir.,VocabularyIntro,Dites que vous allez les voir.,
27,19,Female Speaker,Vous allez passer combien de jours à Nice?,PromptedRecall,Demandez combien de jours il va passer à Nice.,
27,20,Female Speaker,Combien de jours allez-vous passer là-bas?,PromptedRecall,Demandez combien de jours il va passer à Nice.,
27,21,Male Speaker,Je vais passer quelques jours.,VocabularyIntro,"Dites que vous allez passer, ""A few days.""",
27,22,Male Speaker,Je vais voir mes amis.,VocabularyIntro,"""I'm going to see my friends.""",
