lesson_number,position_in_lesson,speaker,text,utterance_type,narrator_cue,core_lemmas
24,1,Male Speaker,Je suis américain.,VocabularyIntro,Dites-moi que vous êtes américain.,
24,2,Female Speaker,Je suis américaine.,VocabularyIntro,Dites-moi que vous êtes américain.,
24,3,Female Speaker,Je vais en France.,VocabularyIntro,Dites-moi que vous allez en France.,
24,4,Male Speaker,J'ai une voiture.,VocabularyIntro,Dites-moi que vous avez une voiture.,
24,5,Male Speaker,Je vais en France avec ma famille.,VocabularyIntro,Dites-moi que vous allez en France avec votre famille.,
24,6,Male Speaker,Est-ce que l'essence est chère en France?,PromptedRecall,Demandez-moi si l'essence est chère en France.,
24,7,Female Speaker,"Oui, l'essence est chère en France.",DirectRepetition,"Oui, l'essence est chère en France.",
24,8,Male Speaker,C'est combien?,PromptedRecall,Demandez combien?,
24,9,Female Speaker,Six francs le litre.,VocabularyIntro,Le litre.,
24,10,Female Speaker,Vous voulez combien de litres?,PromptedRecall,Demandez-moi combien de litres je veux.,
24,11,Female Speaker,Combien de litres voulez-vous?,PromptedRecall,Demandez-moi combien de litres je veux.,
24,12,Male Speaker,Mettez quarante litres.,VocabularyIntro,"Dites, ""Put in forty liters"".",
24,13,Female Speaker,Attendez!,VocabularyIntro,"Dites, ""Wait!""",
24,14,Male Speaker,C'est trop.,VocabularyIntro,"""That's too much.""",
24,15,Male Speaker,Est-ce que Paris est loin?,PromptedRecall,"""Is Paris far?""",
24,16,Female Speaker,Pas très loin.,DirectRepetition,"""Not very far.""",
24,17,Female Speaker,Soixante-cinq kilomètres.,VocabularyIntro,"""Sixty-five kilometers.""",
24,18,Male Speaker,Quelle est la route pour aller à Paris?,PromptedRecall,"""Which is the route to go to Paris?""",
24,19,Male Speaker,Pour aller à Paris.,VocabularyIntro,"""Which is the route to go to Paris?""",
24,20,Male Speaker,Quelle est la route?,PromptedRecall,"""Which is the route to go to Paris?""",
24,21,Female Speaker,Tout droit.,VocabularyIntro,"""Straight ahead.""",
24,22,Female Speaker,C'est tout droit.,VocabularyIntro,"""Straight ahead.""",
24,23,Female Speaker,Loin.,VocabularyIntro,"Comment dit-on ""Far away"" en français?",
24,24,Female Speaker,Tout droit.,VocabularyIntro,"Comment dit-on ""Straight ahead.""",
24,25,Female Speaker,Il y a soixante-dix kilomètres.,VocabularyIntro,"Dites, ""There are seventy kilometers.""",
24,26,Female Speaker,Soixante-dix.,VocabularyIntro,"Dites, ""There are seventy kilometers.""",
24,27,Female Speaker,"Non, soixante-quinze.",DirectRepetition,"""No, seventy-five.""",
24,28,Female Speaker,Soixante-quinze.,VocabularyIntro,"""No, seventy-five.""",
24,29,Male Speaker,Mettez de l'essence.,VocabularyIntro,"Comment dit-on ""Put in some gas.""",
24,30,Male Speaker,"Merci, c'est assez.",VocabularyIntro,"""Thank you, that's enough.""",
24,31,Male Speaker,"Merci, ça suffit.",VocabularyIntro,"""Thank you, that's enough.""",
24,32,Male Speaker,Je vous dois combien?,PromptedRecall,"""How much do I owe you?""",
24,33,Female Speaker,La route de Paris.,VocabularyIntro,"Comment dit-on ""The Paris route.""",
24,34,Female Speaker,Prenez la route de Paris.,VocabularyIntro,"""Take the Paris route.""",
24,35,Female Speaker,Prenez.,DirectRepetition,"""Take the Paris route.""",
24,36,Female Speaker,Vous prenez.,VocabularyIntro,"Comment dit-on ""You take.""",
24,37,Male Speaker,Quelle est la route de Paris?,PromptedRecall,"Demandez ""Which is the Paris route?""",
24,38,Female Speaker,C'est tout droit.,VocabularyIntro,"Dites, ""It's straight ahead.""",
24,39,Female Speaker,C'est à droite.,VocabularyIntro,"""It's to the right.""",
24,40,Female Speaker,Droite.,DirectRepetition,"""It's to the right.""",
24,41,Female Speaker,À droite.,DirectRepetition,"""It's to the right.""",
24,42,Female Speaker,À droite.,VocabularyIntro,"Dites, ""To the right.""",
24,43,Female Speaker,C'est à droite.,VocabularyIntro,"Dites, ""It's to the right.""",
24,44,Female Speaker,Ce n'est pas tout droit.,PromptedRecall,"Dites, ""It's not straight ahead.""",
24,45,Female Speaker,La bonne route.,VocabularyIntro,"""The correct route"", literally, ""the good route.""",
24,46,Female Speaker,Bonne.,DirectRepetition,"""The correct route"", literally, ""the good route.""",
24,47,Female Speaker,La bonne route est à droite.,VocabularyIntro,"Dites, ""The correct route is to the right.""",
24,48,Male Speaker,Quelle est la bonne route?,PromptedRecall,"Demandez ""Which is the correct route?""",
24,49,Male Speaker,À droite?,PromptedRecall,"Demandez ""To the right?""",
24,50,Male Speaker,Ou tout droit?,PromptedRecall,"""Or straight ahead?""",
24,51,Male Speaker,À gauche ou tout droit?,PromptedRecall,"""Or straight ahead?""",
24,52,Female Speaker,Prenez tout droit.,VocabularyIntro,"""Take straight ahead.""",
24,53,Female Speaker,Attendez.,VocabularyIntro,"""Wait a minute.""",
24,54,Female Speaker,La bonne route est à gauche.,VocabularyIntro,"""The correct route is to the left.""",
24,55,Female Speaker,Gauche.,DirectRepetition,"""The correct route is to the left.""",
24,56,Female Speaker,À gauche.,DirectRepetition,"""The correct route is to the left.""",
24,57,Female Speaker,À gauche.,VocabularyIntro,"Dites, ""To the left.""",
24,58,Female Speaker,À droite.,VocabularyIntro,"""To the right.""",
24,59,Male Speaker,Est-ce que la bonne route est à gauche?,PromptedRecall,Demandez si la bonne route est à gauche.,
24,60,Female Speaker,"Non, c'est tout droit.",DirectRepetition,"Répondez ""No, it's straight ahead.""",
24,61,Female Speaker,Pas à gauche.,PromptedRecall,"Dites, ""Not to the left.""",
24,62,Female Speaker,Prenez la route à gauche.,VocabularyIntro,"Comment dites-vous ""Take the route to the left.""",
24,63,Female Speaker,C'est la bonne route.,VocabularyIntro,"""It's the correct route.""",
24,64,Male Speaker,Bon.,DirectRepetition,Répétez.,
