lesson_number,position_in_lesson,speaker,text,utterance_type,narrator_cue,core_lemmas
22,1,Male Speaker,Bonjour.,VocabularyIntro,"Dites-moi, ""Hello.""",
22,2,Male Speaker,Enchanté.,VocabularyIntro,"Dites-moi, ""Glad to meet you.""",
22,3,Male Speaker,Comment allez-vous?,PromptedRecall,Demandez-moi comment je vais.,
22,4,Male Speaker,Un grand garçon.,VocabularyIntro,"Dites en français, ""A big boy.""",
22,5,Male Speaker,Nous avons un grand garçon.,VocabularyIntro,"Dites, ""We have a big boy.""",
22,6,Male Speaker,Une petite fille.,VocabularyIntro,"Dites, ""A little girl.""",
22,7,Female Speaker,Vous avez combien d'enfants?,PromptedRecall,Demandez-moi combien d'enfants j'ai.,
22,8,Female Speaker,Combien d'enfants avez-vous?,PromptedRecall,Demandez-moi encore.,
22,9,Male Speaker,J'ai trois enfants.,VocabularyIntro,Dites que vous avez trois enfants.,
22,10,Male Speaker,"Oui, ils sont grands.",DirectRepetition,Répondez affirmativement.,
22,11,Male Speaker,Où sont les toilettes?,PromptedRecall,"Demandez-moi, ""Where is the bathroom?""",
22,12,Female Speaker,Les toilettes sont là-bas.,VocabularyIntro,Dites que les toilettes sont là-bas.,
22,13,Female Speaker,Elles sont là-bas.,VocabularyIntro,Dites que les toilettes sont là-bas.,
22,14,Male Speaker,Vraiment?,VocabularyIntro,"Dites en français, ""Really?""",
22,15,Male Speaker,Ma famille est en Amérique.,VocabularyIntro,Dites que votre famille est en Amérique.,
22,16,Male Speaker,Ma famille est en France.,VocabularyIntro,Dites que votre famille est en France.,
22,17,Male Speaker,Elle est avec moi.,VocabularyIntro,Dites qu'elle est avec vous.,
22,18,Female Speaker,Combien de personnes?,DirectRepetition,Écoutez et répétez.,
22,19,Female Speaker,Personne.,DirectRepetition,Écoutez et répétez.,
22,20,Female Speaker,Il y a combien de personnes?,DirectRepetition,Écoutez et répétez.,
22,21,Female Speaker,Il y a.,DirectRepetition,Écoutez et répétez.,
22,22,Female Speaker,Dans votre famille.,DirectRepetition,Écoutez et répétez.,
22,23,Female Speaker,Dans.,DirectRepetition,Écoutez et répétez.,
