lesson_number,position_in_lesson,speaker,text,utterance_type,narrator_cue,core_lemmas
21,1,Male Speaker,Entrez!,PromptedRecall,"Do you remember how to say ""Come in""?",
21,2,Male Speaker,Enchanté.,PromptedRecall,"If you're introduced to someone, what do you say?",
21,3,Male Speaker,Un garçon.,VocabularyIntro,"How do you say, ""A boy""?",
21,4,Male Speaker,Un grand garçon.,VocabularyIntro,"Say, ""A big boy.""",
21,5,Male Speaker,Une grande fille.,VocabularyIntro,"Say, ""A big girl.""",
21,6,Male Speaker,Nous avons une grande fille.,VocabularyIntro,"Say, ""We have a big girl.""",
21,7,Male Speaker,Nous voulons.,VocabularyIntro,"Say, ""We want.""",
21,8,Male Speaker,Nous pouvons.,VocabularyIntro,"Say, ""We can.""",
21,9,Male Speaker,Nous pouvons attendre.,VocabularyIntro,"Here's how to say, ""We can wait."" Écoutez et répétez.",
21,10,Male Speaker,Est-ce que vous pouvez attendre?,PromptedRecall,"How do you ask, ""Can you wait?""",
21,11,Male Speaker,Pouvez-vous attendre?,PromptedRecall,"How do you ask, ""Can you wait?""",
21,12,Female Speaker,Vous pouvez attendre.,VocabularyIntro,"""You can wait.""",
21,13,Male Speaker,Nous voulons beaucoup d'enfants.,VocabularyIntro,"Say, ""We want a lot of children.""",
21,14,Male Speaker,Nous habitons.,VocabularyIntro,"Say, ""We live.""",
21,15,Male Speaker,Ma femme et moi...,VocabularyIntro,"Say, ""My wife and I...""",
21,16,Male Speaker,Nous habitons en Amérique.,VocabularyIntro,"""We live in America.""",
21,17,Male Speaker,Avec les enfants.,VocabularyIntro,"Say, ""With the children.""",
21,18,Male Speaker,Les enfants sont en Amérique.,VocabularyIntro,"Say, ""The children are in America.""",
21,19,Male Speaker,Ils sont en Amérique.,VocabularyIntro,"Say, ""They are in America.""",
21,20,Female Speaker,Où sont-ils?,PromptedRecall,"Ask, ""Where are they?""",
21,21,Male Speaker,Les filles sont ici.,VocabularyIntro,"Say, ""The girls are here.""",
21,22,Male Speaker,La grande fille est ici.,VocabularyIntro,"Say, ""The big girl is here.""",
21,23,Male Speaker,Les grands garçons sont ici.,VocabularyIntro,"Say, ""The big boys are here.""",
21,24,Female Speaker,Et la petite fille?,PromptedRecall,"Ask, ""And the little girl?"" Écoutez et répétez.",
21,25,Male Speaker,Le petit garçon.,VocabularyIntro,"Try to say, ""The little boy.""",
21,26,Male Speaker,Le garçon est petit.,VocabularyIntro,"Say, ""The boy is little.""",
21,27,Male Speaker,Mon garçon est petit.,VocabularyIntro,"Say, ""My boy is little.""",
21,28,Male Speaker,Notre garçon est petit.,VocabularyIntro,"""Our boy is little."" Écoutez et répétez.",
21,29,Male Speaker,Notre garçon.,VocabularyIntro,"Say ""Our boy.""",
21,30,Male Speaker,Notre garçon n'est pas grand.,PromptedRecall,"Say, ""Our boy isn't big.""",
21,31,Male Speaker,Il est petit.,VocabularyIntro,"Say, ""He's little.""",
21,32,Female Speaker,Vraiment?,PromptedRecall,"""Really?"" Écoutez et répétez.",
21,33,Male Speaker,"Oui, vraiment.",VocabularyIntro,"Say, ""Yes, really.""",
21,34,Male Speaker,Il est vraiment petit.,VocabularyIntro,"Say, ""He is really little.""",
21,35,Female Speaker,Où est votre fille?,PromptedRecall,"Ask, ""Where is your girl?""",
21,36,Male Speaker,Notre grande fille ou notre petite fille?,PromptedRecall,"Ask, ""Our big girl or our little girl?""",
21,37,Female Speaker,La grande.,VocabularyIntro,"Say, ""The big one.""",
21,38,Female Speaker,Pas la petite.,PromptedRecall,"Say, ""Not the little one.""",
21,39,Female Speaker,Vraiment.,VocabularyIntro,"How do you say, ""Really"" or ""Truly""?",
21,40,Female Speaker,Où sont les enfants?,PromptedRecall,"Ask the man, ""Where the children are?""",
21,41,Female Speaker,"Les enfants, où sont-ils?",PromptedRecall,"Ask the man, ""Where the children are?""",
21,42,Male Speaker,Où sont les toilettes?,PromptedRecall,Ask where the bathroom is.,
21,43,Male Speaker,"Les toilettes, où sont-elles?",PromptedRecall,"Now try to ask, ""The toilets, where are they?""",
21,44,Female Speaker,Elles sont là-bas.,VocabularyIntro,"Answer, ""They are over there.""",
21,45,Male Speaker,Vraiment?,PromptedRecall,"Ask, ""Truly?""",
21,46,Female Speaker,"Oui, elles sont vraiment là-bas.",VocabularyIntro,"Say, ""Yes, they are really over there.""",
21,47,Male Speaker,La petite fille.,VocabularyIntro,"How do you say, ""The little girl""?",
21,48,Male Speaker,Le grand garçon.,VocabularyIntro,"Say, ""The big boy.""",
21,49,Male Speaker,La grande fille.,VocabularyIntro,"Say, ""The big girl.""",
21,50,Male Speaker,Notre grande fille.,VocabularyIntro,"Say, ""Our big girl.""",
21,51,Male Speaker,Votre grande fille.,VocabularyIntro,"Say, ""Your big girl.""",
21,52,Male Speaker,Les petites filles.,VocabularyIntro,"Say, ""The little girls.""",
21,53,Male Speaker,La famille.,VocabularyIntro,"""The family."" Écoutez et répétez.",
21,54,Male Speaker,Une famille.,VocabularyIntro,"Say, ""One family.""",
21,55,Male Speaker,Notre famille.,VocabularyIntro,"Say, ""Our family.""",
21,56,Female Speaker,Où est votre famille?,PromptedRecall,Ask the man where his family is.,
21,57,Female Speaker,"Votre famille, où est-elle?",PromptedRecall,Ask the man where his family is.,
21,58,Male Speaker,Ma famille?,PromptedRecall,"Ask, ""My family?""",
21,59,Male Speaker,Les petits sont en Amérique.,VocabularyIntro,"Say, ""The little ones are in America.""",
21,60,Male Speaker,La grande fille est ici avec nous.,VocabularyIntro,"Say, ""The big girl is here with us.""",
21,61,Female Speaker,Votre famille est grande.,VocabularyIntro,"Say, ""Your family is big.""",
21,62,Female Speaker,Votre famille est vraiment grande.,VocabularyIntro,"Say, ""Your family is really big.""",
