lesson_number,position_in_lesson,speaker,text,utterance_type,narrator_cue,core_lemmas
28,1,Male Speaker,Ensemble,VocabularyIntro,"Comment dit-on ""together"" en français?",
28,2,Male Speaker,Rien,VocabularyIntro,"Comment dit-on ""Nothing.""",
28,3,Male Speaker,"Combien d'argent avez-vous, Mademoiselle?",PromptedRecall,Demandez à mademoiselle combien d'argent elle a.,
28,4,Female Speaker,J'ai cent francs.,PromptedRecall,"Répondez, ""I have one hundred francs.""",
28,5,Male Speaker,Donnez-moi quatre-vingt-dix francs.,PromptedRecall,Ask her to give you ninety francs.,
28,6,Female Speaker,Je ne veux pas.,PromptedRecall,"""I don't want to.""",
28,7,Female Speaker,Je veux partir.,VocabularyIntro,"""I want to go away.""",
28,8,Male Speaker,Où voulez-vous aller?,PromptedRecall,Demandez où elle veut aller.,
28,9,Female Speaker,Je vais travailler.,VocabularyIntro,"""I'm going to work.""",
28,10,Female Speaker,Avec mes amis.,VocabularyIntro,"""With my friends.""",
28,11,Female Speaker,Je vais voir Paris.,VocabularyIntro,"""I'm going to see Paris.""",
28,12,Female Speaker,Je vais passer quelques jours à Paris.,VocabularyIntro,"""I'm going to spend a few days in Paris.""",
28,13,Female Speaker,Peut-être.,VocabularyIntro,"""Perhaps.""",
28,14,Male Speaker,Je ne crois pas.,PromptedRecall,"""I don't think so.""",
28,15,Male Speaker,Je suis seul.,VocabularyIntro,"""I am alone.""",
28,16,Male Speaker,Je n'ai rien.,PromptedRecall,"""I have nothing.""",
28,17,Male Speaker,Donnez-moi quatre-vingt-quinze francs.,PromptedRecall,"""Give me ninety-five francs.""",
28,18,Female Speaker,Voilà cent francs.,VocabularyIntro,"""There's a hundred francs.""",
28,19,Male Speaker,"Maintenant, vous pouvez partir.",VocabularyIntro,"""Now you can leave.""",
28,20,Male Speaker,Qu'est-ce que ça veut dire?,PromptedRecall,Écoutez et répétez.,
28,21,Male Speaker,Le mot zut.,VocabularyIntro,Écoutez et répétez.,
28,22,Male Speaker,Un mot.,VocabularyIntro,"Dites en français, ""One word.""",
28,23,Female Speaker,C'est un mot français.,VocabularyIntro,"Répondez, ""It's a French word.""",
28,24,Male Speaker,Est-ce que c'est un mot français?,PromptedRecall,Demandez si c'est un mot français.,
28,25,Female Speaker,"Oui, je crois.",VocabularyIntro,"""Yes, I think so.""",
28,26,Female Speaker,Je crois que c'est français.,VocabularyIntro,"""I think that it's French.""",
28,27,Male Speaker,"Oui, nous sommes américains.",VocabularyIntro,Écoutez et répétez.,
28,28,Male Speaker,Mot,VocabularyIntro,"Comment dit-on ""word"" en français?",
28,29,Female Speaker,Zut,VocabularyIntro,Dites le mot zut.,
28,30,Male Speaker,Nous sommes ici.,VocabularyIntro,"Dites, ""We are here.""",
28,31,Male Speaker,Depuis quelques jours.,VocabularyIntro,Écoutez et répétez.,
28,32,Male Speaker,Nous sommes ici depuis quelques jours.,VocabularyIntro,Dites-moi que vous êtes ici depuis quelques jours.,
28,33,Female Speaker,Depuis combien de temps?,PromptedRecall,Écoutez et répétez.,
28,34,Female Speaker,Combien de temps?,PromptedRecall,"""Time. How much time?""",
28,35,Male Speaker,Depuis combien de temps?,PromptedRecall,"""Since how long?""",
28,36,Female Speaker,Depuis quelques jours.,VocabularyIntro,"""Since a few days.""",
28,37,Male Speaker,"Le mot ""rester.""",VocabularyIntro,"The word ""rester.""",
28,38,Male Speaker,Oh! Je comprends maintenant.,VocabularyIntro,"""Oh, I understand now.""",
28,39,Female Speaker,Vous allez rester?,PromptedRecall,"""You're going to stay?""",
28,40,Male Speaker,Quelques jours.,VocabularyIntro,"""A few days.""",
28,41,Male Speaker,Parce que.,VocabularyIntro,"""Because.""",
28,42,Male Speaker,Parce que nous n'avons pas.,VocabularyIntro,"""Because we don't have.""",
28,43,Male Speaker,Beaucoup de temps.,VocabularyIntro,"""Much time.""",
28,44,Female Speaker,Depuis quand?,PromptedRecall,"""Since when?""",
28,45,Male Speaker,Depuis huit jours.,VocabularyIntro,"""Since eight days.""",
28,46,Female Speaker,Ce n'est pas beaucoup.,VocabularyIntro,"""That's not much.""",
28,47,Male Speaker,Nous voulons rester.,VocabularyIntro,"""We want to stay.""",
28,48,Male Speaker,Nous sommes ici depuis deux jours.,VocabularyIntro,"""We are here since two days.""",
28,49,Male Speaker,Nous n'avons pas beaucoup de temps.,PromptedRecall,"""We don't have much time.""",
28,50,Male Speaker,Nous ne pouvons pas rester.,PromptedRecall,"""We can't stay.""",
28,51,Female Speaker,Je ne sais pas ce que ça veut dire.,PromptedRecall,"""I don't know what that means.""",
28,52,Male Speaker,Beaucoup de temps.,VocabularyIntro,"Dites, ""Lots of time.""",
28,53,Male Speaker,Nous voudrions rester.,VocabularyIntro,"Dites, ""We would like to stay.""",
28,54,Male Speaker,Nous voudrions rester en France.,VocabularyIntro,"Dites, ""We would like to stay in France.""",
28,55,Male Speaker,Mais nous n'avons pas de temps.,PromptedRecall,"""But we have no time.""",
28,56,Female Speaker,Depuis combien de temps êtes-vous ici?,PromptedRecall,"Demandez, ""Depuis combien de temps il est ici?""",
28,57,Female Speaker,Est-ce que vous êtes seuls?,PromptedRecall,Demandez s'il est seul.,
28,58,Male Speaker,Nous sommes ici ensemble.,VocabularyIntro,"""We are here together.""",
28,59,Female Speaker,Voilà ce que zut veut dire.,VocabularyIntro,"""That means?""",
