lesson_number,position_in_lesson,speaker,text,utterance_type,narrator_cue,core_lemmas
20,1,Male Speaker,Enchanté.,VocabularyIntro,"Suppose that you are introduced to someone, what would you say?",
20,2,Male Speaker,Entrez.,DirectRepetition,Tell the person to come right in.,
20,3,Male Speaker,Voudriez-vous boire quelque chose?,PromptedRecall,Ask the person if he would like something to drink.,
20,4,Female Speaker,Qu'est-ce que vous avez?,PromptedRecall,Ask him what he has.,
20,5,Male Speaker,J'ai de l'Orangina.,DirectRepetition,"Say, ""I have Orangina.""",
20,6,Male Speaker,Ou de l'eau.,DirectRepetition,"Say, ""Or water.""",
20,7,Male Speaker,Où est votre mari?,PromptedRecall,Ask the woman where her husband is.,
20,8,Female Speaker,Mon mari?,PromptedRecall,"Say, ""My husband?""",
20,9,Female Speaker,Je ne sais pas où il est.,DirectRepetition,"Say, ""I don't know where he is.""",
20,10,Female Speaker,"Où est votre femme, Monsieur?",PromptedRecall,Ask the man where his wife is.,
20,11,Male Speaker,Elle est avec votre mari.,DirectRepetition,"Say, ""She's with your husband.""",
20,12,Male Speaker,Et où est-il?,PromptedRecall,"""And where is he?""",
20,13,Female Speaker,Il est en Amérique.,DirectRepetition,"Say, ""He is in America.""",
20,14,Female Speaker,Nous habitons en Amérique.,DirectRepetition,"Say, ""We live in America.""",
20,15,Female Speaker,Est-ce que vous avez des enfants?,PromptedRecall,Ask someone if he has children.,
20,16,Male Speaker,Nous avons des enfants.,DirectRepetition,And now try to say we have children.,
20,17,Female Speaker,Combien d'enfants avez-vous?,PromptedRecall,"""How many children do you have?""",
20,18,Male Speaker,Nous avons trois enfants.,DirectRepetition,"Say, ""We have three children.""",
20,19,Male Speaker,Deux garçons.,DirectRepetition,"""Two boys.""",
20,20,Male Speaker,Nous avons deux garçons.,DirectRepetition,"Say, ""We have two boys.""",
20,21,Male Speaker,Et une fille.,DirectRepetition,"""And one girl.""",
20,22,Male Speaker,Nous avons une fille.,DirectRepetition,"Say, ""We have one girl.""",
20,23,Male Speaker,Pas de garçons.,DirectRepetition,"Say, ""No boys.""",
20,24,Female Speaker,Vous voudriez.,VocabularyIntro,"Do you remember how to say, ""You would like""?",
20,25,Male Speaker,Nous voudrions.,DirectRepetition,"Now, say, ""We would like.""",
20,26,Male Speaker,Nous voudrions un garçon.,DirectRepetition,"Say, ""We would like a boy.""",
20,27,Male Speaker,Mais nous avons.,DirectRepetition,"Say, ""But we have.""",
20,28,Male Speaker,Mais nous avons quatre filles.,DirectRepetition,"""But we have four girls.""",
20,29,Female Speaker,Combien d'enfants?,PromptedRecall,"Ask, ""How many children?""",
20,30,Female Speaker,Quatre enfants.,DirectRepetition,"""Four children.""",
20,31,Male Speaker,C'est beaucoup.,DirectRepetition,"Say, ""That's a lot!""",
20,32,Male Speaker,Pas en Amérique.,DirectRepetition,"Say, ""Not in America!""",
20,33,Male Speaker,Nous avons cinq enfants.,DirectRepetition,"Say, ""We have five children.""",
20,34,Male Speaker,Trois garçons.,DirectRepetition,"Say, ""Three boys.""",
20,35,Male Speaker,Et deux filles.,DirectRepetition,"""And two girls.""",
20,36,Male Speaker,Nous avons une fille.,DirectRepetition,"Say, ""We have one girl.""",
20,37,Male Speaker,Et un garçon.,DirectRepetition,"""And one boy.""",
20,38,Male Speaker,Le garçon est grand.,DirectRepetition,Tell me the boy is big.,
20,39,Male Speaker,La fille est grande.,DirectRepetition,Tell me the girl is big.,
20,40,Female Speaker,Est-ce que le garçon est grand?,PromptedRecall,Ask him if the boy is big.,
20,41,Male Speaker,"Oui, il est grand.",DirectRepetition,"Say, ""Yes, he's big.""",
20,42,Male Speaker,Il n'est pas grand.,DirectRepetition,"Say, ""He's not big.""",
20,43,Female Speaker,Est-ce que la fille est grande?,PromptedRecall,Ask her if the girl is big.,
20,44,Male Speaker,Elle n'est pas grande.,DirectRepetition,"Say, ""She's not big.""",
20,45,Male Speaker,Le garçon est très grand.,DirectRepetition,"Say, ""The boy is very big.""",
20,46,Male Speaker,J'ai quatre enfants.,DirectRepetition,"Say, ""I have four children.""",
20,47,Male Speaker,"Non, nous avons quatre enfants.",DirectRepetition,"Say, ""No, we have four children.""",
20,48,Male Speaker,Ils sont grands.,DirectRepetition,"Say, ""They are big.""",
20,49,Male Speaker,Ils sont ici.,DirectRepetition,"Say, ""They're here.""",
20,50,Male Speaker,Ils ne sont pas là-bas.,DirectRepetition,"Say, ""They're not over there.""",
20,51,Male Speaker,Nous avons trois enfants.,DirectRepetition,"Say, ""We have three children.""",
20,52,Male Speaker,Nous avons deux garçons.,DirectRepetition,"Say, ""We have two boys.""",
20,53,Female Speaker,Est-ce qu'elle est grande?,PromptedRecall,"Ask, ""Is she big?""",
20,54,Male Speaker,Les garçons sont très grands.,DirectRepetition,"Say, ""The boys are very big.""",
20,55,Male Speaker,Ma femme aussi est grande.,DirectRepetition,"Say, ""My wife is big, too.""",
