lesson_number,position_in_lesson,speaker,text,utterance_type,narrator_cue,core_lemmas
10,1,Female Speaker,"Jacques, je voudrais manger avec vous. D'accord?",ConversationalExchange,,jacques je vouloir manger avec vous d'accord
10,2,Male Speaker,"Oui, mais à quelle heure? À deux heures?",ConversationalExchange,,oui mais à quelle heure à deux heures
10,3,Female Speaker,"Mais non, plus tard. Bien plus tard.",ConversationalExchange,,mais non plus tard bien plus tard
10,4,Male Speaker,"Oh, je comprends. À huit heures ou à neuf heures?",ConversationalExchange,,oh je comprendre à huit heures ou à neuf heures
10,5,Female Speaker,"Oui, à neuf heures.",ConversationalExchange,,oui à neuf heures
10,6,Male Speaker,D'accord. Au revoir.,ConversationalExchange,,d'accord au revoir
10,7,Male Speaker,Je voudrais manger quelque chose.,PromptedRecall,Do you remember how to say 'I'd like to eat something'?,je vouloir manger quelque chose
10,8,Male Speaker,Je voudrais faire quelque chose.,PromptedRecall,"Say, 'I'd like to do something.'",je vouloir faire quelque chose
10,9,Male Speaker,Qu'est-ce que vous voulez faire?,PromptedRecall,"Now ask, 'What do you want to do?'",qu'est-ce que vous vouloir faire
10,10,Male Speaker,Je voudrais acheter quelque chose.,PromptedRecall,"Say, 'I'd like to buy something.'",je vouloir acheter quelque chose
10,11,Male Speaker,Acheter.,PromptedRecall,,acheter
10,12,Male Speaker,À quelle heure?,PromptedRecall,"Ask, 'At what time?'",à quelle heure
10,13,Male Speaker,À une heure.,PromptedRecall,"Say, 'At one o'clock.'",à une heure
10,14,Male Speaker,Une.,PromptedRecall,,une
10,15,Male Speaker,Heure.,PromptedRecall,,heure
10,16,Male Speaker,À neuf heures?,PromptedRecall,"Ask, 'At nine o'clock?'",à neuf heures
10,17,Male Speaker,"Mais non, à huit heures.",PromptedRecall,"Say, 'But no, at eight o'clock.'",mais non à huit heures
10,18,Male Speaker,Huit.,PromptedRecall,,huit
10,19,Male Speaker,À huit heures.,PromptedRecall,,à huit heures
10,20,Male Speaker,"D'accord, à deux heures.",PromptedRecall,"Say, 'Okay, at two o'clock.'",d'accord à deux heures
10,21,Male Speaker,Deux.,PromptedRecall,,deux
10,22,Male Speaker,"Non, Mademoiselle, vous ne comprenez pas.",PromptedRecall,"Say, 'No miss, you don't understand.'",non mademoiselle vous ne comprendre pas
10,23,Male Speaker,Qu'est-ce que je ne comprends pas?,PromptedRecall,"Ask, 'What don't I understand?'",qu'est-ce que je ne comprendre pas
10,24,Male Speaker,Qu'est-ce que vous voudriez boire?,PromptedRecall,Ask her what she would like to drink.,qu'est-ce que vous vouloir boire
10,25,Male Speaker,Non merci. Je voudrais manger quelque chose.,PromptedRecall,"Answer, 'No thank you. I would like to eat something.'",non merci je vouloir manger quelque chose
10,26,Male Speaker,Je ne comprends pas.,PromptedRecall,"Say, 'I don't understand.'",je ne comprendre pas
10,27,Male Speaker,Est-ce que vous voudriez boire quelque chose?,PromptedRecall,"Ask, 'Would you like to drink something?'",est-ce que vous vouloir boire quelque chose
10,28,Male Speaker,Où est-ce que vous voudriez manger?,PromptedRecall,'Or would you like to eat?',où est-ce que vous vouloir manger
10,29,Female Speaker,Je ne sais pas.,PromptedRecall,"Say, 'I don't know.'",je ne savoir pas
10,30,Female Speaker,"Je ne sais pas, moi.",PromptedRecall,,je ne savoir pas moi
10,31,Male Speaker,Avec moi?,PromptedRecall,"Ask, 'With me?'",avec moi
10,32,Female Speaker,"Oui, chez vous.",PromptedRecall,"Say, 'Yes, at your place.'",oui chez vous
10,33,Male Speaker,À quelle heure?,PromptedRecall,"Ask, 'At what time?'",à quelle heure
10,34,Female Speaker,Quelle heure est-il?,DirectRepetition,Listen and repeat.,quelle heure être il
10,35,Female Speaker,Est-il?,PromptedRecall,,être il
10,36,Female Speaker,Il est.,PromptedRecall,"If the form 'est-il' makes a question, how would you make a statement out of it?",il être
10,37,Male Speaker,Il est neuf heures.,PromptedRecall,"And now try to say, 'It's nine o'clock.'",il être neuf heures
10,38,Female Speaker,Quelle heure est-il?,PromptedRecall,"Ask me again, 'What time it is?'",quelle heure être il
10,39,Male Speaker,Il est deux heures.,PromptedRecall,"Answer, 'It's two o'clock.'",il être deux heures
10,40,Male Speaker,Il est cinq heures.,DirectRepetition,Listen and repeat.,il être cinq heures
10,41,Male Speaker,Cinq.,PromptedRecall,,cinq
10,42,Male Speaker,Il est cinq heures.,PromptedRecall,"Tell me, 'It's five o'clock.'",il être cinq heures
10,43,Male Speaker,"Il est cinq heures, Monsieur.",PromptedRecall,"Tell me, 'It's five o'clock.'",il être cinq heures monsieur
10,44,Female Speaker,Quelle heure est-il?,PromptedRecall,Ask me again what time it is.,quelle heure être il
10,45,Female Speaker,"Quelle heure est-il, Monsieur?",PromptedRecall,,quelle heure être il monsieur
10,46,Male Speaker,Il est trois heures.,DirectRepetition,"Listen and repeat the answer, 'It's three o'clock.'",il être trois heures
10,47,Male Speaker,Trois.,PromptedRecall,,trois
10,48,Male Speaker,Il est trois heures.,PromptedRecall,"Tell me, 'It's three o'clock.'",il être trois heures
10,49,Male Speaker,Il est cinq heures.,PromptedRecall,"Now tell me, 'It's five o'clock.'",il être cinq heures
10,50,Male Speaker,Il est quatre heures.,DirectRepetition,"Listen and repeat, 'It's four o'clock.'",il être quatre heures
10,51,Male Speaker,Quatre.,PromptedRecall,,quatre
10,52,Male Speaker,Il est quatre heures.,PromptedRecall,"Tell me, 'It's four o'clock.'",il être quatre heures
10,53,Male Speaker,Il est cinq heures.,PromptedRecall,"Tell me, 'It's five o'clock.'",il être cinq heures
10,54,Male Speaker,Il est deux heures.,PromptedRecall,"Tell me, 'It's two o'clock.'",il être deux heures
10,55,Male Speaker,Deux.,PromptedRecall,,deux
10,56,Male Speaker,Il est deux heures.,PromptedRecall,,il être deux heures
10,57,Male Speaker,Il est quatre heures.,PromptedRecall,"Tell me, 'It's four o'clock.'",il être quatre heures
10,58,Male Speaker,Quatre.,PromptedRecall,,quatre
10,59,Male Speaker,Il est quatre heures.,PromptedRecall,,il être quatre heures
10,60,Female Speaker,Est-ce qu'il est quatre heures?,PromptedRecall,Ask me if it's four o'clock.,est-ce que il être quatre heures
10,61,Male Speaker,"Non, il est trois heures.",PromptedRecall,"Say, 'No, it's three o'clock.'",non il être trois heures
10,62,Male Speaker,Il est huit heures.,PromptedRecall,"Tell me, 'It's eight o'clock.'",il être huit heures
10,63,Male Speaker,Quatre heures.,PromptedRecall,"Say, 'Four o'clock.'",quatre heures
10,64,Female Speaker,Quelle heure est-il?,PromptedRecall,Ask what time it is.,quelle heure être il
10,65,Male Speaker,Cinq heures.,PromptedRecall,"Say, 'Five o'clock.'",cinq heures
10,66,Male Speaker,Neuf heures.,PromptedRecall,'Nine o'clock.',neuf heures
10,67,Male Speaker,Trois heures.,PromptedRecall,'Three o'clock.',trois heures
10,68,Male Speaker,Cinq heures.,PromptedRecall,'Five o'clock.',cinq heures
10,69,Male Speaker,Quatre heures.,PromptedRecall,'Four o'clock.',quatre heures
10,70,Female Speaker,Quelle heure est-il?,PromptedRecall,Ask me what time it is.,quelle heure être il
10,71,Female Speaker,"Quelle heure est-il, s'il vous plaît?",PromptedRecall,,quelle heure être il s'il vous plaître
