lesson_number,position_in_lesson,speaker,text,utterance_type,narrator_cue,core_lemmas
25,1,Male Speaker,Kilomètres,VocabularyIntro,"Comment dit-on ""kilometer"" en français?",
25,2,Male Speaker,Combien de kilomètres?,PromptedRecall,"Demandez ""How many kilometers?""",
25,3,Male Speaker,Quelle est la route de Paris?,PromptedRecall,Demandez la route de Paris.,
25,4,Male Speaker,Est-ce que c'est la bonne route?,PromptedRecall,Demandez si c'est la bonne route.,
25,5,Female Speaker,À droite,VocabularyIntro,"Dites, ""To the right.""",
25,6,Male Speaker,Est-ce que c'est à droite?,PromptedRecall,Demandez si c'est à droite.,
25,7,Female Speaker,À gauche,VocabularyIntro,"""To the left.""",
25,8,Male Speaker,Est-ce que c'est à gauche?,PromptedRecall,Demandez si c'est à gauche.,
25,9,Female Speaker,Prenez la bonne route,VocabularyIntro,"""Take the correct route.""",
25,10,Female Speaker,Prenez à droite,VocabularyIntro,"""Take to the right.""",
25,11,Female Speaker,Et puis?,VocabularyIntro,"""And then?""",
25,12,Female Speaker,Et puis tout droit,VocabularyIntro,"""And then straight ahead.""",
25,13,Male Speaker,Est-ce que c'est loin?,PromptedRecall,Demandez si c'est loin.,
25,14,Female Speaker,Ce n'est pas loin,VocabularyIntro,"""It's not far.""",
25,15,Female Speaker,Il y a soixante-dix kilomètres,VocabularyIntro,"""There are seventy kilometers.""",
25,16,Female Speaker,Il y a quatre-vingts kilomètres,VocabularyIntro,"""There are eighty kilometers.""",
25,17,Female Speaker,Quatre-vingts,DirectRepetition,Écoutez et répétez.,
25,18,Female Speaker,Quatre-vingts kilomètres,VocabularyIntro,"Dites, ""Eighty kilometers.""",
25,19,Female Speaker,C'est une bonne route,VocabularyIntro,"Dites, ""It's a good road.""",
25,20,Male Speaker,Je peux,VocabularyIntro,"Comment dit-on ""I can.""",
25,21,Male Speaker,Est-ce que je peux?,PromptedRecall,"Demandez ""Can I.""",
25,22,Male Speaker,Est-ce que je peux acheter quelque chose?,PromptedRecall,"Demandez ""Can I buy something?""",
25,23,Female Speaker,À Paris,VocabularyIntro,"""In Paris.""",
25,24,Female Speaker,"Non, vous ne pouvez pas",VocabularyIntro,"""No, you can't.""",
25,25,Male Speaker,Pourquoi?,DirectRepetition,Écoutez et répétez.,
25,26,Female Speaker,Parce que,DirectRepetition,Écoutez et répétez.,
25,27,Male Speaker,Parce que,VocabularyIntro,"Dites, ""Because.""",
25,28,Male Speaker,Pourquoi? Parce que,VocabularyIntro,"Dites, ""Why? Because.""",
25,29,Male Speaker,Quatre-vingts,VocabularyIntro,"Dites, ""Eighty.""",
25,30,Female Speaker,Les magasins,VocabularyIntro,"""The stores.""",
25,31,Female Speaker,Un magasin,VocabularyIntro,"Try to say, ""One store.""",
25,32,Female Speaker,Le magasin,VocabularyIntro,"Say, ""The store.""",
25,33,Female Speaker,Un grand magasin,VocabularyIntro,"And now, ""A department store.""",
25,34,Female Speaker,Le grand magasin,VocabularyIntro,"Say, ""The department store.""",
25,35,Female Speaker,Les magasins sont fermés,DirectRepetition,Écoutez et répétez.,
25,36,Female Speaker,Fermé,DirectRepetition,Écoutez et répétez.,
25,37,Female Speaker,Les magasins sont fermés,VocabularyIntro,Dites que les magasins sont fermés.,
25,38,Female Speaker,Les grands magasins sont fermés,VocabularyIntro,Dites que les grands magasins sont fermés.,
25,39,Female Speaker,Parce que les magasins sont fermés,VocabularyIntro,"""Because the stores are closed.""",
25,40,Male Speaker,Est-ce que les magasins sont fermés?,PromptedRecall,Demandez si les magasins sont fermés.,
25,41,Female Speaker,"Non, ils sont ouverts",VocabularyIntro,"""No, they are open.""",
25,42,Female Speaker,Ouverts,DirectRepetition,Écoutez et répétez.,
25,43,Male Speaker,Ouvert,VocabularyIntro,"Comment dit-on ""Open.""",
25,44,Male Speaker,Fermé,VocabularyIntro,"Et comment dit-on ""Closed.""",
25,45,Male Speaker,Ils sont fermés maintenant,VocabularyIntro,"Dites, ""They are closed now.""",
25,46,Narrator,Est-ce que les grands magasins sont ouverts?,PromptedRecall,Demandez si les grands magasins sont ouverts.,
25,47,Male Speaker,Les grands magasins sont ouverts maintenant,VocabularyIntro,"Dites, ""The department stores are open now.""",
25,48,Male Speaker,Quelle heure est-il?,VocabularyIntro,"Comment est-ce qu'on demande ""What time is it?""",
25,49,Female Speaker,Il est huit heures,VocabularyIntro,"Répondez ""It's eight o'clock.""",
25,50,Male Speaker,Est-ce que les magasins sont ouverts?,PromptedRecall,Demandez si les magasins sont ouverts.,
25,51,Female Speaker,"Non, ils sont fermés",VocabularyIntro,"Répondez ""No, they are closed.""",
25,52,Female Speaker,Parce qu'il est tard,VocabularyIntro,"""Because it's late."" Try to say that.",
25,53,Male Speaker,Il n'est pas tard,VocabularyIntro,"Dites, ""It's not late.""",
25,54,Male Speaker,Il est neuf heures,VocabularyIntro,"""It's nine o'clock.""",
25,55,Male Speaker,Et les magasins sont fermés,VocabularyIntro,"""And the stores are closed.""",
25,56,Male Speaker,Quatre-vingts kilomètres,VocabularyIntro,"Dites, ""Eighty kilometers.""",
25,57,Male Speaker,Quatre-vingt-deux,VocabularyIntro,"Dites, ""Eighty-two.""",
25,58,Male Speaker,Quatre-vingt-cinq,VocabularyIntro,"Dites, ""Eighty-five.""",
25,59,Male Speaker,Quatre-vingt-cinq kilomètres et les magasins sont fermés,VocabularyIntro,"Dites, ""Eighty-five kilometers, and the stores are closed.""",
25,60,Male Speaker,Quelle heure est-il?,VocabularyIntro,"Comment est-ce qu'on demande ""What time is it?""",
25,61,Female Speaker,Il est sept heures,VocabularyIntro,"Répondez ""It's seven o'clock.""",
25,62,Female Speaker,Pourquoi?,VocabularyIntro,"Ask, ""Why?""",
25,63,Male Speaker,Parce que je voudrais acheter quelque chose,VocabularyIntro,"""Because I would like to buy something.""",
25,64,Male Speaker,Je veux acheter quelque chose,VocabularyIntro,"Dites, ""I want to buy something.""",
25,65,Female Speaker,Où?,VocabularyIntro,"Ask, ""Where?""",
25,66,Female Speaker,Où voudriez-vous acheter quelque chose?,VocabularyIntro,"Ask, ""Where?""",
25,67,Male Speaker,Dans un grand magasin,VocabularyIntro,"Répondez ""In a big store.""",
25,68,Female Speaker,"Oui, ils sont ouverts maintenant",VocabularyIntro,"Répondez ""Yes, they're open now.""",
25,69,Female Speaker,Parce qu'ils sont ouverts ce soir,VocabularyIntro,"""Because they are open this evening.""",
25,70,Female Speaker,"Demain, ils sont fermés",VocabularyIntro,"""Tomorrow, they're closed.""",
25,71,Female Speaker,Qu'est-ce que vous voudriez acheter?,VocabularyIntro,Ask him what he would like to buy?,
25,72,Male Speaker,Quelque chose pour ma femme,VocabularyIntro,"""Something for my wife.""",
25,73,Female Speaker,Combien d'argent avez-vous?,VocabularyIntro,Ask him how much money he has?,
25,74,Female Speaker,Est-ce que vous avez de l'argent?,VocabularyIntro,Demandez-lui s'il a de l'argent.,
25,75,Male Speaker,"Oui, j'ai quatre-vingts francs",VocabularyIntro,"""Yes, I have eighty francs.""",
25,76,Female Speaker,Ce n'est pas beaucoup,VocabularyIntro,"""That's not a lot.""",
25,77,Male Speaker,"Pour ma femme, ça suffit",VocabularyIntro,"""For my wife, it's enough.""",
25,78,Female Speaker,Mais pas pour moi,VocabularyIntro,"""But not for me.""",
