lesson_number,position_in_lesson,speaker,text,utterance_type,narrator_cue,core_lemmas
15,1,Female Speaker,Comment?,PromptedRecall,"Suppose you didn't understand what was said. How would you ask something like ""how's that?"" or ""what?""",
15,2,Female Speaker,Est-ce que vous avez des dollars?,PromptedRecall,Ask someone if he has some dollars.,
15,3,Female Speaker,Est-ce que vous avez du vin?,PromptedRecall,Ask him if he has some wine.,
15,4,Male Speaker,Je n'ai pas de vin.,PromptedRecall,How does he tell you he has no wine?,
15,5,Male Speaker,Mais j'ai de la bière.,VocabularyIntro,"Say, ""But I have beer.""",
15,6,Female Speaker,"Alors, donnez-moi de la bière.",VocabularyIntro,"Say, ""Well then, give me beer.""",
15,7,Female Speaker,Voilà cinq dollars.,VocabularyIntro,"Say, ""Here are five dollars.""",
15,8,Male Speaker,Vous n'avez pas de francs?,PromptedRecall,"Say, ""You haven't any francs?""",
15,9,Female Speaker,J'ai aussi des francs.,VocabularyIntro,"Say, ""I have francs too.""",
15,10,Male Speaker,Donnez-moi dix-sept francs.,VocabularyIntro,"Say, ""Give me seventeen francs.""",
15,11,Female Speaker,Combien? Dix-huit?,PromptedRecall,"Ask, ""How many? Eighteen?""",
15,12,Male Speaker,"Non, Madame, seize.",VocabularyIntro,"Say, ""No ma'am, sixteen.""",
15,13,Female Speaker,Voilà quinze francs.,VocabularyIntro,"Say, ""Here are fifteen francs.""",
15,14,Male Speaker,"C'est quatorze, Madame.",VocabularyIntro,"Say, ""It's fourteen, ma'am.""",
15,15,Female Speaker,"Alors, donnez-moi un franc.",VocabularyIntro,"Say, ""Well then, give me one franc.""",
15,16,Female Speaker,Je vous dois combien?,PromptedRecall,"Ask, ""How much you owe.""",
15,17,Male Speaker,Pas beaucoup.,VocabularyIntro,"Say, ""Not much.""",
15,18,Male Speaker,"Pour vous, Madame.",VocabularyIntro,"""For you, madam.""",
15,19,Female Speaker,Pour moi?,PromptedRecall,"Ask, ""For me?""",
15,20,Male Speaker,Le vin est pour vous.,VocabularyIntro,"Say, ""The wine is for you.""",
15,21,Male Speaker,Mais la bière est pour Georges.,VocabularyIntro,"Say, ""But the beer is for Georges.""",
15,22,Female Speaker,C'est combien une bière?,PromptedRecall,"""How much is a beer?""",
15,23,Male Speaker,"Une bière, un franc.",VocabularyIntro,"Say, ""One beer, one franc.""",
15,24,Male Speaker,"Et le vin, deux francs.",VocabularyIntro,"Say, ""And the wine, two francs.""",
15,25,Male Speaker,Donnez-moi trois francs.,VocabularyIntro,"Say, ""Give me three francs.""",
15,26,Female Speaker,Je ne peux pas.,PromptedRecall,"""I can't.""",
15,27,Female Speaker,Je peux.,VocabularyIntro,"Say, ""I can.""",
15,28,Male Speaker,Vous pouvez.,VocabularyIntro,"Here is how to say, ""You can.""",
15,29,Male Speaker,Est-ce que vous pouvez?,PromptedRecall,"Ask, ""Can you?""",
15,30,Female Speaker,Est-ce que vous pouvez manger maintenant?,PromptedRecall,"Ask, ""Can you eat now?""",
15,31,Female Speaker,"Oui, je peux.",VocabularyIntro,"Answer, ""Yes, I can.""",
15,32,Female Speaker,Je ne veux pas.,PromptedRecall,Tell him you don't want to.,
15,33,Male Speaker,Est-ce que vous avez du vin?,PromptedRecall,Ask the young woman if she has some wine.,
15,34,Female Speaker,"Oui, j'en ai.",VocabularyIntro,"Say, ""I have some.""",
15,35,Male Speaker,Est-ce que vous avez de la bière?,PromptedRecall,Ask her if she has any beer.,
15,36,Female Speaker,Je n'en ai pas.,PromptedRecall,"Try to say, ""I haven't any.""",
15,37,Male Speaker,Est-ce que vous avez des dollars?,PromptedRecall,Ask her if she has any dollars.,
15,38,Female Speaker,J'en ai beaucoup.,VocabularyIntro,"How does she say, ""I have many""?",
15,39,Female Speaker,"Non, je n'en ai pas.",PromptedRecall,"Suppose she doesn't have any, what would she say?",
15,40,Female Speaker,Je n'en ai pas beaucoup.,PromptedRecall,How would she say she doesn't have many?,
15,41,Female Speaker,J'en veux.,VocabularyIntro,"Now, try to say, ""I want some.""",
15,42,Female Speaker,Vous en voulez.,VocabularyIntro,"Now, try to say, ""You want some.""",
15,43,Female Speaker,Des dollars?,PromptedRecall,"Ask, ""Dollars?""",
15,44,Female Speaker,Vous voulez des dollars?,PromptedRecall,"Again, inquire, ""You want dollars?""",
15,45,Male Speaker,Vous ne pouvez pas?,PromptedRecall,"Ask, ""You can't?""",
15,46,Female Speaker,Je n'ai pas de dollars.,PromptedRecall,"Say, ""I haven't any dollars.""",
15,47,Female Speaker,Je n'en ai pas.,PromptedRecall,"And now just say, ""I haven't any.""",
15,48,Male Speaker,J'en veux.,VocabularyIntro,"Say, ""I want some.""",
