lesson_number,position_in_lesson,speaker,text,utterance_type,narrator_cue,core_lemmas
6,1,Male Speaker,"Bonjour, Jacqueline.",ConversationalExchange,,bonjour jacqueline
6,2,Female Speaker,"Bonjour, Michel. Comment allez-vous?",ConversationalExchange,,bonjour michel comment aller vous
6,3,Male Speaker,"Bien merci, mais je voudrais manger quelque chose et vous?",ConversationalExchange,,bien merci mais je vouloir manger quelque chose et vous
6,4,Female Speaker,"Oui, moi aussi, je voudrais manger quelque chose.",ConversationalExchange,,oui moi aussi je vouloir manger quelque chose
6,5,Male Speaker,Et boire?,ConversationalExchange,,et boire
6,6,Female Speaker,"Oui, je voudrais boire quelque chose aussi.",ConversationalExchange,,oui je vouloir boire quelque chose aussi
6,7,Male Speaker,Où?,ConversationalExchange,,où
6,8,Female Speaker,"Rue Saint-Jacques, s'il vous plaît.",ConversationalExchange,,rue saint-jacques s'il vous plaître
6,9,Male Speaker,Très bien.,ConversationalExchange,,très bien
6,10,Male Speaker,"Bonjour, Jacqueline.",DirectRepetition,Listen again.,bonjour jacqueline
6,11,Female Speaker,"Bonjour, Michel. Comment allez-vous?",DirectRepetition,Listen again.,bonjour michel comment aller vous
6,12,Male Speaker,"Bien merci, mais je voudrais manger quelque chose et vous?",DirectRepetition,Listen again.,bien merci mais je vouloir manger quelque chose et vous
6,13,Female Speaker,"Oui, moi aussi, je voudrais manger quelque chose.",DirectRepetition,Listen again.,oui moi aussi je vouloir manger quelque chose
6,14,Male Speaker,Et boire?,DirectRepetition,Listen again.,et boire
6,15,Female Speaker,"Oui, je voudrais boire quelque chose aussi.",DirectRepetition,Listen again.,oui je vouloir boire quelque chose aussi
6,16,Male Speaker,Où?,DirectRepetition,Listen again.,où
6,17,Female Speaker,"Rue Saint-Jacques, s'il vous plaît.",DirectRepetition,Listen again.,rue saint-jacques s'il vous plaître
6,18,Male Speaker,Très bien.,DirectRepetition,Listen again.,très bien
6,19,Female Speaker,La rue.,PromptedRecall,Do you remember the word for street in French?,la rue
6,20,Female Speaker,La rue.,DirectRepetition,,la rue
6,21,Female Speaker,La rue Saint-Jacques.,PromptedRecall,"Say, ""Saint-Jacques Street.""",la rue saint-jacques
6,22,Female Speaker,Saint-Jacques.,SimpleResponse,,saint-jacques
6,23,Female Speaker,Saint-Jacques.,DirectRepetition,,saint-jacques
6,24,Female Speaker,Où est la rue Saint-Jacques?,PromptedRecall,Ask where this street is.,où être la rue saint-jacques
6,25,Female Speaker,Où est la rue Saint-Jacques?,DirectRepetition,,où être la rue saint-jacques
6,26,Male Speaker,C'est ici.,PromptedRecall,"""It's here.""",ce être ici
6,27,Male Speaker,La rue Saint-Jacques n'est pas là-bas.,PromptedRecall,Tell her that Saint-Jacques Street is not down there.,la rue saint-jacques ne être pas là-bas
6,28,Male Speaker,La rue Saint-Jacques n'est pas là-bas.,DirectRepetition,,la rue saint-jacques ne être pas là-bas
6,29,Female Speaker,S'il vous plaît.,PromptedRecall,"Say, ""Please.""",s'il vous plaître
6,30,Female Speaker,S'il.,SimpleResponse,,s'il
6,31,Female Speaker,S'il.,DirectRepetition,,s'il
6,32,Female Speaker,S'il vous plaît.,DirectRepetition,,s'il vous plaître
6,33,Female Speaker,Et le boulevard Saint-Michel?,PromptedRecall,"Ask, ""And the Boulevard Saint-Michel?""",et le boulevard saint-michel
6,34,Female Speaker,Et le boulevard Saint-Michel?,DirectRepetition,,et le boulevard saint-michel
6,35,Male Speaker,C'est là-bas.,PromptedRecall,"Answer, it's down there.",ce être là-bas
6,36,Male Speaker,Là-bas.,SimpleResponse,,là-bas
6,37,Male Speaker,Là-bas.,DirectRepetition,,là-bas
6,38,Male Speaker,C'est là-bas.,DirectRepetition,,ce être là-bas
6,39,Female Speaker,Est-ce que c'est ici?,PromptedRecall,Ask whether it's here.,est-ce que ce être ici
6,40,Female Speaker,Est-ce que c'est ici?,DirectRepetition,,est-ce que ce être ici
6,41,Male Speaker,"Non, ce n'est pas ici.",PromptedRecall,"Say, ""No, it's not here.""",non ce ne être pas ici
6,42,Male Speaker,"Non, ce n'est pas ici.",DirectRepetition,,non ce ne être pas ici
6,43,Male Speaker,Le boulevard Saint-Michel est là-bas.,PromptedRecall,Tell her Saint Michael Boulevard is down there.,le boulevard saint-michel être là-bas
6,44,Male Speaker,Le boulevard Saint-Michel est là-bas.,DirectRepetition,,le boulevard saint-michel être là-bas
6,45,Male Speaker,Vous parlez?,PromptedRecall,"Now say, ""You speak.""",vous parler
6,46,Male Speaker,Vous parlez bien.,PromptedRecall,"""You speak well.""",vous parler bien
