lesson_number,position_in_lesson,speaker,text,utterance_type,narrator_cue,core_lemmas
5,1,Male Speaker,Mademoiselle. Mademoiselle.,DirectRepetition,,mademoiselle
5,2,Female Speaker,"Oui, Monsieur.",SimpleResponse,,oui monsieur
5,3,Male Speaker,"Où est la rue Saint-Jacques, s'il vous plaît?",ConversationalExchange,,où être rue s'il vous plaît
5,4,Female Speaker,C'est là-bas.,ConversationalExchange,,ce être là-bas
5,5,Male Speaker,Et le boulevard Saint-Michel?,ConversationalExchange,,et boulevard
5,6,Female Speaker,"C'est ici, Monsieur.",ConversationalExchange,,ce être ici monsieur
5,7,Male Speaker,"Mademoiselle, comment allez-vous?",ConversationalExchange,,mademoiselle comment aller
5,8,Female Speaker,"Moi? Très bien, merci. Au revoir, Monsieur.",ConversationalExchange,,moi très bien merci au revoir monsieur
5,9,Male Speaker,Au revoir.,SimpleResponse,,au revoir
5,10,Male Speaker,Mademoiselle? Mademoiselle?,ConversationalExchange,,mademoiselle
5,11,Female Speaker,"Oui, Monsieur?",SimpleResponse,,oui monsieur
5,12,Male Speaker,"Où est la rue Saint-Jacques, s'il vous plaît?",ConversationalExchange,,où être la rue Saint-Jacques s'il vous plaître
5,13,Female Speaker,C'est là-bas.,ConversationalExchange,,ce être là-bas
5,14,Male Speaker,Et le boulevard Saint-Michel?,ConversationalExchange,,et le boulevard Saint-Michel
5,15,Female Speaker,"C'est ici, Monsieur.",ConversationalExchange,,ce être ici monsieur
5,16,Male Speaker,"Mademoiselle, comment allez-vous?",ConversationalExchange,,mademoiselle comment aller vous
5,17,Female Speaker,"Moi? Très bien, merci. Au revoir, Monsieur.",ConversationalExchange,,moi très bien merci au revoir monsieur
5,18,Male Speaker,Au revoir.,SimpleResponse,,au revoir
5,19,Male Speaker,Bonjour.,SimpleResponse,,bonjour
5,20,Male Speaker,Bonjour.,DirectRepetition,,bonjour
5,21,Male Speaker,Est-ce que vous comprenez l'anglais?,ConversationalExchange,,être vous comprendre l'anglais
5,22,Female Speaker,Je comprends un peu.,PromptedRecall,,je comprendre un peu
5,23,Female Speaker,Je comprends un peu.,DirectRepetition,,je comprendre un peu
5,24,Female Speaker,Et je parle un peu.,ConversationalExchange,,et je parler un peu
5,25,Female Speaker,Et je parle un peu.,ConversationalExchange,,et je parler un peu
5,26,Female Speaker,Et vous?,ConversationalExchange,,et vous
5,27,Female Speaker,Est-ce que vous comprenez le français?,ConversationalExchange,,est-ce que vous comprendre le français
5,28,Male Speaker,"Oui, je comprends bien le français.",ConversationalExchange,,oui je comprendre bien le français
5,29,Male Speaker,Je comprends bien.,PromptedRecall,,je comprendre bien
