lesson_number,position_in_lesson,speaker,text,utterance_type,narrator_cue,core_lemmas
8,1,Male Speaker,"Jacqueline, est-ce que vous voudriez manger maintenant?",ConversationalExchange,,jacqueline est-ce que vous vouloir manger maintenant
8,2,Female Speaker,"Non merci, Pierre, pas maintenant, mais je voudrais boire quelque chose.",ConversationalExchange,,non merci pierre pas maintenant mais je vouloir boire quelque chose
8,3,Male Speaker,D'accord. Qu'est-ce que vous voudriez boire?,ConversationalExchange,,d'accord qu'est-ce que vous vouloir boire
8,4,Female Speaker,"Je ne sais pas. Du vin? Non, de la bière.",ConversationalExchange,,je ne savoir pas du vin non de la bière
8,5,Male Speaker,"Moi aussi, je voudrais boire de la bière. Mademoiselle, deux bières, s'il vous plaît.",ConversationalExchange,,moi aussi je vouloir boire de la bière mademoiselle deux bière s'il vous plaît
8,6,Male Speaker,"Comment? Manger? Non, pas maintenant. Plus tard, s'il vous plaît.",ConversationalExchange,,comment manger non pas maintenant plus tard s'il vous plaît
8,7,Female Speaker,Déjeuner.,DirectRepetition,"Here's how to say, ""To have lunch."" Listen and repeat.",déjeuner
8,8,Female Speaker,Déjeuner.,DirectRepetition,"Here's how to say, ""To have lunch."" Listen and repeat.",déjeuner
8,9,Female Speaker,Déjeuner.,DirectRepetition,"Here's how to say, ""To have lunch."" Listen and repeat.",déjeuner
8,10,Female Speaker,Déjeuner.,PromptedRecall,"How do you say, ""To have lunch""?",déjeuner
8,11,Female Speaker,Déjeuner.,PromptedRecall,"How do you say, ""To have lunch""?",déjeuner
8,12,Male Speaker,Est-ce que vous voudriez manger maintenant?,PromptedRecall,How do you ask someone if she would like to eat now?,est-ce que vous vouloir manger maintenant
8,13,Male Speaker,Est-ce que vous voudriez manger maintenant?,PromptedRecall,How do you ask someone if she would like to eat now?,est-ce que vous vouloir manger maintenant
8,14,Female Speaker,"Oui, je voudrais déjeuner.",PromptedRecall,"Answer, ""Yes, I'd like to have lunch.""",oui je vouloir déjeuner
8,15,Female Speaker,Voudrais.,DirectRepetition,"Repeat the word ""voudrais"" after the French speaker to check your pronunciation.",vouloir
8,16,Female Speaker,Drais.,DirectRepetition,"Repeat the word ""voudrais"" after the French speaker to check your pronunciation.",vouloir
8,17,Female Speaker,Voudrais.,DirectRepetition,"Repeat the word ""voudrais"" after the French speaker to check your pronunciation.",vouloir
8,18,Female Speaker,Je voudrais.,DirectRepetition,"Repeat the word ""voudrais"" after the French speaker to check your pronunciation.",je vouloir
8,19,Female Speaker,Je voudrais déjeuner.,DirectRepetition,"Repeat the word ""voudrais"" after the French speaker to check your pronunciation.",je vouloir déjeuner
8,20,Female Speaker,Je voudrais déjeuner maintenant.,DirectRepetition,"Repeat the word ""voudrais"" after the French speaker to check your pronunciation.",je vouloir déjeuner maintenant
8,21,Female Speaker,Je voudrais déjeuner maintenant.,DirectRepetition,And now listen and repeat the same statement at a rapid conversational speed.,je vouloir déjeuner maintenant
8,22,Female Speaker,Je voudrais déjeuner maintenant.,DirectRepetition,And now listen and repeat the same statement at a rapid conversational speed.,je vouloir déjeuner maintenant
8,23,Male Speaker,Où est-ce que vous voudriez déjeuner?,PromptedRecall,Ask her where she'd like to have lunch.,où est-ce que vous vouloir déjeuner
8,24,Male Speaker,Où est-ce que vous voudriez déjeuner?,PromptedRecall,Ask her where she'd like to have lunch.,où est-ce que vous vouloir déjeuner
8,25,Male Speaker,Au restaurant?,PromptedRecall,"Ask, ""At the restaurant?""",au restaurant
8,26,Male Speaker,Au restaurant?,PromptedRecall,"Ask, ""At the restaurant?""",au restaurant
8,27,Female Speaker,"Non, chez vous.",PromptedRecall,"Answer, ""No, at your place.""",non chez vous
8,28,Female Speaker,"Non, chez vous.",PromptedRecall,"Answer, ""No, at your place.""",non chez vous
8,29,Male Speaker,Moi aussi.,PromptedRecall,"Say, ""Me too.""",moi aussi
8,30,Male Speaker,Moi aussi.,PromptedRecall,"Say, ""Me too.""",moi aussi
8,31,Male Speaker,Mais plus tard.,PromptedRecall,"Say, ""But later.""",mais plus tard
8,32,Male Speaker,Mais plus tard.,PromptedRecall,"Say, ""But later.""",mais plus tard
8,33,Male Speaker,Est-ce que vous voudriez boire quelque chose maintenant?,PromptedRecall,Ask her if she would like to drink something now.,est-ce que vous vouloir boire quelque chose maintenant
8,34,Male Speaker,Est-ce que vous voudriez boire quelque chose maintenant?,PromptedRecall,Ask her if she would like to drink something now.,est-ce que vous vouloir boire quelque chose maintenant
8,35,Male Speaker,Qu'est-ce que vous voudriez boire?,PromptedRecall,Now ask her what she would like to drink.,qu'est-ce que vous vouloir boire
8,36,Male Speaker,Qu'est-ce que vous voudriez boire?,PromptedRecall,Now ask her what she would like to drink.,qu'est-ce que vous vouloir boire
8,37,Male Speaker,Est-ce que vous voudriez boire quelque chose?,DirectRepetition,Listen to these two sentences together and think of what they mean.,est-ce que vous vouloir boire quelque chose
8,38,Male Speaker,Qu'est-ce que vous voudriez boire?,DirectRepetition,Listen to these two sentences together and think of what they mean.,qu'est-ce que vous vouloir boire
8,39,Male Speaker,Est-ce que vous voudriez boire quelque chose?,DirectRepetition,Listen to these two sentences together and think of what they mean.,est-ce que vous vouloir boire quelque chose
8,40,Male Speaker,Qu'est-ce que vous voudriez boire?,DirectRepetition,Listen to these two sentences together and think of what they mean.,qu'est-ce que vous vouloir boire
8,41,Male Speaker,Qu'est-ce que vous voudriez boire?,PromptedRecall,Ask her what she would like to drink.,qu'est-ce que vous vouloir boire
8,42,Male Speaker,Est-ce que vous voudriez boire quelque chose?,PromptedRecall,And now ask her whether she would like to drink something.,est-ce que vous vouloir boire quelque chose
8,43,Male Speaker,Quand est-ce que vous voudriez boire quelque chose?,PromptedRecall,Ask her when she would like to drink something.,quand est-ce que vous vouloir boire quelque chose
8,44,Male Speaker,Quand est-ce que vous voudriez boire quelque chose?,PromptedRecall,Ask her when she would like to drink something.,quand est-ce que vous vouloir boire quelque chose
8,45,Male Speaker,Qu'est-ce que vous voudriez boire?,PromptedRecall,Ask her what she would like to drink.,qu'est-ce que vous vouloir boire
8,46,Male Speaker,Qu'est-ce que vous voudriez boire?,PromptedRecall,Ask her what she would like to drink.,qu'est-ce que vous vouloir boire
8,47,Male Speaker,Est-ce que vous voudriez boire quelque chose?,PromptedRecall,Ask her if she would like to drink something.,est-ce que vous vouloir boire quelque chose
8,48,Male Speaker,Est-ce que vous voudriez boire de la bière?,PromptedRecall,Ask her if she would like to drink some beer.,est-ce que vous vouloir boire de la bière
8,49,Male Speaker,Est-ce que vous voudriez boire de la bière?,PromptedRecall,Ask her if she would like to drink some beer.,est-ce que vous vouloir boire de la bière
8,50,Male Speaker,"Deux bières, s'il vous plaît.",DirectRepetition,He orders two beers. Listen and repeat.,deux bière s'il vous plaît
8,51,Male Speaker,"Deux bières, s'il vous plaît.",DirectRepetition,He orders two beers. Listen and repeat.,deux bière s'il vous plaît
8,52,Male Speaker,Deux.,PromptedRecall,"What is the word for ""two""?",deux
8,53,Male Speaker,Deux.,PromptedRecall,"What is the word for ""two""?",deux
8,54,Male Speaker,"Deux bières, s'il vous plaît.",PromptedRecall,"Say, ""Two beers, please.""",deux bière s'il vous plaît
8,55,Male Speaker,"Deux bières, s'il vous plaît, Mademoiselle.",PromptedRecall,"Say, ""Two beers, please.""",deux bière s'il vous plaît mademoiselle
8,56,Male Speaker,ou.,DirectRepetition,"The word ""or"" in French is ""ou."" Practice saying this.",ou
8,57,Male Speaker,ou.,DirectRepetition,"The word ""or"" in French is ""ou."" Practice saying this.",ou
8,58,Male Speaker,ou.,DirectRepetition,"The word ""or"" in French is ""ou."" Practice saying this.",ou
8,59,Male Speaker,Est-ce que vous voudriez de la bière?,PromptedRecall,"Now ask, ""Would you like some beer?""",est-ce que vous vouloir de la bière
8,60,Male Speaker,Est-ce que vous voudriez de la bière?,PromptedRecall,"Now ask, ""Would you like some beer?""",est-ce que vous vouloir de la bière
